Class,FXY,enElementName,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth,Status
07,007063,Depth below sea/water surface (cm),m,2,0,20,m,2,7,Operational
07,007064,Representative height of sensor above station,m,0,0,4,m,0,2,Operational
07,007065,Water pressure,Pa,-3,0,17,Pa,-3,6,Operational
07,007070,Drogue depth,m,0,0,10,m,0,4,Operational
08,008001,Vertical sounding significance,Flag table,0,0,7,Flag table,0,3,Operational
08,008002,Vertical significance (surface observations),Code table,0,0,6,Code table,0,2,Operational
08,008003,Vertical significance (satellite observations),Code table,0,0,6,Code table,0,2,Operational
08,008004,Phase of aircraft flight,Code table,0,0,3,Code table,0,1,Operational
08,008005,Meteorological attribute significance,Code table,0,0,4,Code table,0,2,Operational
08,008006,Ozone vertical sounding significance,Flag table,0,0,9,Flag table,0,3,Operational
08,008007,Dimensional significance,Code table,0,0,4,Code table,0,2,Operational
08,008008,Radiation vertical sounding significance,Flag table,0,0,9,Flag table,0,3,Operational
08,008009,Detailed phase of flight,Code table,0,0,4,Code table,0,2,Operational
08,008010,Surface qualifier (temperature data),Code table,0,0,5,Code table,0,2,Operational
08,008011,Meteorological feature,Code table,0,0,6,Code table,0,2,Operational
08,008012,Land/sea qualifier,Code table,0,0,2,Code table,0,1,Operational
08,008013,Day/night qualifier,Code table,0,0,2,Code table,0,1,Operational
08,008014,Qualifier for runway visual range,Code table,0,0,4,Code table,0,2,Operational
08,008015,Significance qualifier for sensor,Code table,0,0,3,Code table,0,1,Validation
08,008016,Change qualifier of a trend-type forecast or an aerodrome forecast,Code table,0,0,3,Code table,0,1,Operational
08,008017,Qualifier of the time when the forecast change is expected,Code table,0,0,2,Code table,0,1,Operational
08,008018,SEAWINDS land/ice surface type,Flag table,0,0,17,Flag table,0,6,Operational
08,008019,Qualifier for following centre identifier,Code table,0,0,4,Code table,0,2,Operational
08,008020,Total number of missing entities (with respect to accumulation or average),Numeric,0,0,16,Numeric,0,5,Operational
08,008021,Time significance,Code table,0,0,5,Code table,0,2,Operational
08,008022,Total number (with respect to accumulation or average),Numeric,0,0,16,Numeric,0,5,Operational
08,008023,First-order statistics,Code table,0,0,6,Code table,0,2,Operational
08,008024,Difference statistics,Code table,0,0,6,Code table,0,2,Operational
08,008025,Time difference qualifier,Code table,0,0,4,Code table,0,2,Operational
08,008026,Matrix significance,Code table,0,0,6,Code table,0,2,Operational
08,008027,Matrix geometry,Code Table,0,0,6,Code Table,0,2,Validation
08,008029,Remotely-sensed surface type,Code table,0,0,8,Code table,0,3,Validation
08,008029,Surface type,Code table,0,0,8,Code table,0,3,Validation
08,008030,"Manual on Codes (Volume I.1, Section C) Code table from which data are derived",Numeric,0,0,13,Numeric,0,4,Operational
08,008031,Data category - CREX table A,Numeric,0,0,8,Numeric,0,3,Operational
08,008032,Status of operation,Code table,0,0,4,Code table,0,2,Validation
08,008033,Method of derivation of percentage confidence,Code table,0,0,7,Code table,0,3,Operational
08,008035,Type of monitoring exercise,Code table,0,0,3,Code table,0,1,Operational
08,008036,Type of centre or station performing monitoring,Code table,0,0,3,Code table,0,1,Operational
08,008039,Time significance (Aviation forecast),Code table,0,0,6,Code table,0,2,Operational
08,008040,Flight Level significance,Code table,0,0,6,Code table,0,2,Operational
08,008041,Data significance,Code table,0,0,5,Code table,0,2,Operational
08,008042,Extended vertical sounding significance,Flag table,0,0,18,Flag table,0,6,Operational
08,008043,Atmospheric chemical or physical constituent type,Code table,0,0,8,Code table,0,3,Operational
08,008044,CAS registry number,CCITT IA5,0,0,88,CCITT IA5,0,11,Validation
08,008045,Particulate matter characterization,Code Table,0,0,8,Code Table,0,3,Validation
08,008046,Atmospheric chemical or physical constituent type,Common Code Table C-14,0,0,16,Common Code Table C-14,0,5,Validation
08,008049,Number of observations,Numeric,0,0,8,Numeric,0,3,Operational
08,008050,Qualifier for number of missing values in calculation of statistic,Code table,0,0,4,Code table,0,2,Operational
08,008051,Qualifier for number of missing values in calculation of statistic,Code table,0,0,3,Code table,0,1,Operational
08,008052,Condition for which number of days of occurrence follows,Code table,0,0,5,Code table,0,2,Operational
08,008053,Day of occurrence qualifier,Code table,0,0,2,Code table,0,1,Operational
08,008054,Qualifier for wind speed or wind gusts,Code table,0,0,3,Code table,0,1,Operational
08,008060,Sample scanning mode significance,Code table,0,0,4,Code table,0,2,Operational
08,008065,Sun-glint indicator,Code table,0,0,2,Code table,0,1,Operational
08,008066,Semi-transparency indicator,Code table,0,0,2,Code table,0,1,Operational
08,008070,TOVS/ATOVS product qualifier,Code table,0,0,4,Code table,0,2,Operational
08,008072,Pixel(s) type,Code table,0,0,3,Code table,0,1,Operational
08,008074,Altimeter echo type,Code table,0,0,2,Code table,0,1,Operational
08,008075,Ascending/descending orbit qualifier,Code table,0,0,2,Code table,0,1,Operational
08,008076,Type of band,Code table,0,0,6,Code table,0,2,Operational
08,008077,Radiometer sensed surface type,Code table,0,0,7,Code table,0,3,Operational
08,008079,Product status,Code table,0,0,4,Code table,0,2,Operational
08,008080,Qualifier for GTSPP quality flag,Code table,0,0,6,Code table,0,2,Operational
08,008081,Type of equipment,Code table,0,0,6,Code table,0,2,Operational
08,008082,Modification of sensor height to another value,Code table,0,0,3,Code table,0,1,Operational
08,008083,Nominal value indicator,Flag table,0,0,15,Flag table,0,5,Operational
08,008085,Beam identifier,Code table,0,0,3,Code table,0,1,Operational
08,008090,Decimal scale of following significands,Numeric,0,-127,8,Numeric,0,3,Operational
10,010001,Height of land surface,m,0,-400,15,m,0,5,Operational
10,010002,Height,m,-1,-40,16,m,-1,5,Operational
10,010003,Geopotential,m2 s-2,-1,-400,17,m2 s-2,-1,6,Operational
10,010004,Pressure,Pa,-1,0,14,Pa,-1,5,Operational
10,010007,Height,m,0,-1000,17,m,0,6,Operational
10,010008,Geopotential,m2 s-2,0,-10000,20,m2 s-2,0,7,Operational
10,010009,Geopotential height,gpm,0,-1000,17,gpm,0,5,Operational
10,010010,Minimum pressure reduced to mean sea level,Pa,-1,0,14,Pa,-1,5,Operational
10,010011,Maximum pressure reduced to mean sea level,Pa,-1,0,14,Pa,-1,5,Operational
10,010012,Density Altitude,m,0,-1525,13,m,0,4,Validation
10,010031,"In direction of the North Pole, distance from the Earth's centre",m,2,-1073741824,31,m,2,10,Operational
10,010032,Satellite distance to Earth's centre,m,1,0,27,m,2,9,Operational
10,010033,Altitude (platform to ellipsoid),m,1,0,27,m,2,9,Operational
10,010034,Earth radius,m,1,0,27,m,2,9,Operational
10,010035,Earth's local radius of curvature,m,1,62000000,22,m,1,8,Operational
10,010036,Geoid undulation,m,2,-15000,15,m,2,6,Operational
10,010040,Number of retrieved layers,Numeric,0,0,10,Numeric,0,4,Operational
10,010050,Standard deviation altitude,m,2,0,16,m,2,5,Operational
10,010051,Pressure reduced to mean sea level,Pa,-1,0,14,Pa,-1,5,Operational
10,010052,Altimeter setting (QNH),Pa,-1,0,14,Pa,-1,5,Operational
10,010053,Global Navigation Satellite System Altitude,m,0,-1000,17,m,0,5,Validation
10,010060,Pressure change,Pa,-1,-1024,11,Pa,-1,4,Operational
10,010061,3-hour pressure change,Pa,-1,-500,10,Pa,-1,4,Operational
10,010062,24-hour pressure change,Pa,-1,-1000,11,Pa,-1,4,Operational
10,010063,Characteristic of pressure tendency,Code table,0,0,4,Code table,0,2,Operational
10,010064,SIGMET cruising level,Code table,0,0,3,Code table,0,1,Operational
10,010070,Indicated aircraft altitude,m,0,-400,16,m,0,5,Operational
10,010080,Viewing Zenith angle,Degree,2,-9000,15,Degree,2,5,Operational
10,010081,Altitude of COG above reference ellipsoid,m,3,0,31,m,3,10,Operational
10,010082,Instantaneous altitude rate,m s-1,3,-65536,17,m s-1,3,6,Operational
10,010083,Squared off nadir angle of the satellite from platform data,Degree2,2,0,16,Degree2,2,5,Operational
10,010084,Squared off nadir angle of the satellite from waveform data,Degree2,2,0,16,Degree2,2,5,Operational
10,010085,Mean sea surface height,m,3,-131072,18,m,3,6,Operational
10,010086,Geoid's height,m,3,-131072,18,m,3,6,Operational
10,010087,Ocean depth/land elevation,m,1,-131072,18,m,1,6,Operational
10,010088,Total geocentric ocean tide height (solution 1),m,3,-32768,16,m,3,5,Operational
10,010089,Total geocentric ocean tide height (solution 2),m,3,-32768,16,m,3,5,Operational
10,010090,Long period  tide height,m,3,-32768,16,m,3,5,Operational
10,010091,Tidal loading height,m,3,-32768,16,m,3,5,Operational
10,010092,Solid Earth tide height,m,3,-32768,16,m,3,5,Operational
10,010093,Geocentric pole tide height,m,3,-32768,16,m,3,5,Operational
10,010095,Height of atmosphere used,m,0,0,16,m,0,5,Operational
10,010096,Mean dynamic topography,m,3,-131072,18,m,3,6,Operational
10,010097,Mean sea surface height from altimeter only,m,3,-131072,18,m,3,6,Operational
10,010098,Loading tide height geocentric ocean tide solution 1,m,4,-2000,12,m,4,4,Operational
10,010099,Loading tide height geocentric ocean tide solution 2,m,4,-2000,12,m,4,4,Operational
10,010100,Non-equilibrium long period tide height,m,4,-2000,12,m,4,4,Operational
10,010101,Squared off nadir angle of the satellite from waveform data,Degrees2,2,-32768,16,Degree,2,5,Operational
10,010102,Sea surface height anomoly,m,3,-32768,16,,,,Validation
11,011001,Wind direction,Degree true,0,0,9,Degree true,0,3,Operational
11,011002,Wind speed,m s-1,1,0,12,m s-1,1,4,Operational
11,011003,u-component,m s-1,1,-4096,13,m s-1,1,4,Operational
11,011004,v-component,m s-1,1,-4096,13,m s-1,1,4,Operational
11,011005,w-component,Pa s-1,1,-512,10,Pa s-1,1,4,Operational
11,011006,w-component,m s-1,2,-4096,13,m s-1,2,4,Operational
11,011010,Wind direction associated with wind speed which follows,Degree true,0,0,9,Degree true,0,3,Operational
11,011011,Wind direction at 10 m,Degree true,0,0,9,Degree true,0,3,Operational
11,011012,Wind speed at 10 m,m s-1,1,0,12,m s-1,1,4,Operational
11,011013,Wind direction at 5 m,Degree true,0,0,9,Degree true,0,3,Operational
11,011014,Wind speed at 5 m,m s-1,1,0,12,m s-1,1,4,Operational
11,011016,Extreme counterclockwise wind direction of a variable wind,Degree true,0,0,9,Degree true,0,3,Operational
11,011017,Extreme clockwise wind direction of a variable wind,Degree true,0,0,9,Degree true,0,3,Operational
11,011019,Steadiness of wind,%,0,0,7,%,0,3,Operational
11,011021,Relative vorticity,s-1,9,-65536,17,s-1,9,6,Operational
11,011022,Divergence,s-1,9,-65536,17,s-1,9,6,Operational
11,011023,Velocity potential,m2 s-1,-2,-65536,17,m2 s-1,-2,6,Operational
11,011030,Extended degree of turbulence,Code table,0,0,6,Code table,0,2,Operational
11,011031,Degree of turbulence,Code table,0,0,4,Code table,0,2,Operational
11,011032,Height of base of turbulence,m,-1,-40,16,m,-1,5,Operational
11,011033,Height of top of turbulence,m,-1,-40,16,m,-1,5,Operational
11,011034,Vertical gust velocity,m s-1,1,-1024,11,m s-1,1,4,Operational
11,011035,Vertical gust acceleration,m s-2,2,-8192,14,m s-2,2,5,Operational
11,011036,Maximum derived equivalent vertical gust speed,m s-1,1,0,10,m s-1,1,4,Operational
11,011037,Turbulence index,Code table,0,0,6,Code table,0,2,Operational
11,011038,Time of occurrence of peak eddy dissipation rate,Code table,0,0,5,Code table,0,2,Operational
11,011039,Extended time of occurrence of peak  eddy dissipation rate,Code table,0,0,6,Code table,0,2,Operational
11,011040,Maximum wind speed (mean wind),m s-1,1,0,12,m s-1,1,4,Operational
11,011041,Maximum wind gust speed,m s-1,1,0,12,m s-1,1,4,Operational
11,011042,Maximum wind speed (10-minute mean wind),m s-1,1,0,12,m s-1,1,4,Operational
11,011043,Maximum wind gust direction,Degree true,0,0,9,Degree true,0,3,Operational
11,011044,Mean wind direction for surface - 1500 m (5000 feet),Degree true,0,0,9,Degree true,0,3,Operational
11,011045,Mean wind speed for surface - 1500 m (5000 feet),m s-1,1,0,12,m s-1,1,4,Operational
11,011046,Maximum instantaneous wind speed,m s-1,1,0,12,m s-1,1,4,Operational
11,011047,Maximum instantaneous wind speed over 10 minutes,m s-1,1,0,12,m s-1,1,4,Operational
11,011049,Standard deviation of wind direction,Degree true,0,0,9,Degree true,0,3,Operational
11,011050,Standard deviation of horizontal wind speed,m s-1,1,0,12,m s-1,1,4,Operational
11,011051,Standard deviation of vertical wind speed,m s-1,1,0,8,m s-1,1,3,Operational
11,011052,Formal uncertainty in wind speed,m s-1,2,0,13,m s-1,2,5,Operational
11,011053,Formal uncertainty in wind direction,Degree true,2,0,15,Degree true,2,5,Operational
11,011054,Mean wind direction for 1500 m - 3000 m,Degree true,0,0,9,Degree true,0,3,Operational
11,011055,Mean wind speed for 1500 m - 3000 m,m s-1,1,0,12,m s-1,1,4,Operational
11,011061,Absolute wind shear in 1 km layer below,m s-1,1,0,12,m s-1,1,4,Operational
11,011062,Absolute wind shear in 1 km layer above,m s-1,1,0,12,m s-1,1,4,Operational
11,011070,Designator of the runway affected by wind shear (including ALL),CCITT IA5,0,0,32,Character,0,4,Operational
11,011071,Turbulent vertical momentum flux,m2 s-2,3,-128,14,m2 s-2,3,5,Operational
11,011072,Turbulent vertical buoyancy flux,K m s-1,3,-128,11,K m s-1,3,4,Operational
11,011073,Turbulent kinetic energy,m2 s-2,2,-1024,13,m2 s-2,2,4,Operational
11,011074,Dissipation energy,m2 s-2,2,-1024,10,m2 s-2,2,4,Operational
11,011075,Mean turbulence intensity (eddy dissipation rate),m2/3 s-1,2,0,8,m2/3 s-1,2,3,Operational
11,011076,Peak turbulence intensity (eddy dissipation rate),m2/3 s-1,2,0,8,m2/3 s-1,2,3,Operational
11,011077,Reporting interval or averaging time for eddy dissipation rate,s,0,0,12,s,0,4,Operational
11,011081,Model wind direction at 10m,Degree true,2,0,16,Degree true,2,5,Operational
11,011082,Model wind speed at 10m,m s-1,2,0,14,m s-1,2,4,Operational
11,011083,Wind speed,km h-1,0,0,9,km h-1,0,3,Operational
11,011084,Wind speed,knot,0,0,8,knot,0,3,Operational
11,011085,Maximum wind gust speed,km h-1,0,0,9,km h-1,0,3,Operational
11,011086,Maximum wind gust speed,knot,0,0,8,knot,0,3,Operational
11,011095,u component of the model wind vector,m s-1,1,-4096,13,m s-1,1,4,Operational
11,011096,v component of the model wind vector,m s-1,1,-4096,13,m s-1,1,4,Operational
11,011097,Wind speed from altimeter,m s-1,2,0,12,m s-1,2,4,Operational
11,011098,Wind speed from radiometer,m s-1,2,0,12,m s-1,2,4,Operational
11,011100,True aircraft speed,m s-1,1,0,12,m s-1,1,4,Validation
11,011101,Aircraft velocity u-component,m s-1,1,-4096,13,m s-1,1,4,Validation
11,011102,Aircraft velocity v-component,m s-1,1,-4096,13,m s-1,1,4,Validation
11,011103,Aircraft velocity w-component,m s-1,1,-512,10,m s-1,1,4,Validation
11,011104,Aircraft true heading,Degree true,0,0,9,Degree true,0,3,Validation
11,011105,EDR algorithm version,numeric,0,0,6,numeric,0,2,Validation
11,011106,Running minimum confidence,numeric,1,0,4,numeric,1,2,Validation
11,011107,Maximum number bad inputs,numeric,0,0,5,numeric,0,2,Validation
11,011108,Peak Location,numeric,1,0,4,numeric,1,2,Validation
11,011109,Number of good EDR,numeric,0,0,4,numeric,0,2,Validation
12,012001,Temperature/dry-bulb temperature,K,1,0,12,°C,1,3,Operational
12,012002,Wet-bulb temperature,K,1,0,12,°C,1,3,Operational
12,012003,Dew-point temperature,K,1,0,12,°C,1,3,Operational
12,012004,Dry-bulb temperature at 2 m,K,1,0,12,°C,1,3,Operational
12,012005,Wet-bulb temperature at 2 m,K,1,0,12,°C,1,3,Operational
12,012006,Dew-point temperature at 2 m,K,1,0,12,°C,1,3,Operational
12,012007,Virtual temperature,K,1,0,12,°C,1,3,Operational
12,012011,"Maximum temperature, at height and over period specified",K,1,0,12,°C,1,3,Operational
12,012012,"Minimum temperature, at height and over period specified",K,1,0,12,°C,1,3,Operational
12,012013,"Ground minimum temperature, past 12 hours",K,1,0,12,°C,1,3,Operational
12,012014,"Maximum temperature at 2 m, past 12 hours",K,1,0,12,°C,1,3,Operational
12,012015,"Minimum temperature at 2 m, past 12 hours",K,1,0,12,°C,1,3,Operational
12,012016,"Maximum temperature at 2 m, past 24 hours",K,1,0,12,°C,1,3,Operational
12,012017,"Minimum temperature at 2 m, past 24 hours",K,1,0,12,°C,1,3,Operational
12,012021,Maximum temperature at 2m,K,2,0,16,°C,2,4,Operational
12,012022,Minimum temperature at 2m,K,2,0,16,°C,2,4,Operational
12,012023,Temperature,°C,0,-99,8,°C,0,2,Operational
12,012024,Dew point temperature,°C,0,-99,8,°C,0,2,Operational
12,012030,Soil temperature,K,1,0,12,°C,1,3,Operational
12,012049,Temperature change over specified period,K,0,-30,6,°C,0,2,Operational
12,012051,Standard deviation temperature,K,1,0,10,°C,1,3,Operational
12,012052,Highest daily mean temperature,K,1,0,12,°C,1,3,Operational
12,012053,Lowest daily mean temperature,K,1,0,12,°C,1,3,Operational
12,012060,AWS enclosure internal temperature,K,1,0,12,°C,1,3,Validation
12,012061,Skin temperature,K,1,0,12,°C,1,3,Operational
12,012062,Equivalent black body temperature,K,1,0,12,°C,1,3,Operational
12,012063,Brightness temperature,K,1,0,12,°C,1,3,Operational
12,012064,Instrument temperature,K,1,0,12,K,1,4,Operational
12,012065,Standard deviation brightness temperature,K,1,0,12,K,1,4,Operational
12,012066,Antenna temperature,K,2,0,16,°C,2,5,Validation
12,012070,Warm load temperature,K,2,0,16,K,2,5,Operational
12,012071,Coldest cluster temperature,K,1,0,12,K,1,4,Operational
12,012072,Radiance,W m-2 sr-1,6,0,31,W m-2 sr-1,6,9,Operational
12,012075,Spectral radiance,W m-3 sr-1,-3,0,16,W m-3 sr-1,-3,5,Operational
12,012076,Radiance,W m-2 sr-1,3,0,16,W m-2 sr-1,3,5,Operational
12,012080,Brightness temperature real part,K,2,-10000,16,K,2,5,Operational
12,012081,Brightness temperature imaginary part,K,2,-10000,16,K,2,5,Operational
12,012082,Pixel radiometric accuracy,K,2,0,12,K,2,4,Operational
12,012101,Temperature/dry-bulb temperature,K,2,0,16,°C,2,4,Operational
12,012102,Wet-bulb temperature,K,2,0,16,°C,2,4,Operational
12,012103,Dew-point temperature,K,2,0,16,°C,2,4,Operational
12,012104,Dry-bulb temperature at 2m,K,2,0,16,°C,2,4,Operational
12,012105,Web-bulb temperature at 2m,K,2,0,16,°C,2,4,Operational
12,012106,Dew-point temperature at 2m,K,2,0,16,°C,2,4,Operational
12,012107,Virtual temperature,K,2,0,16,°C,2,4,Operational
12,012111,"Maximum temperature, at height and over period specified",K,2,0,16,°C,2,4,Operational
12,012112,"Minimum temperature, at height and over period specified",K,2,0,16,°C,2,4,Operational
12,012113,"Ground minimum temperature, past 12 hours",K,2,0,16,°C,2,4,Operational
12,012114,"Maximum temperature at 2m, past 12 hours",K,2,0,16,°C,2,4,Operational
12,012115,"Minimum temperature at 2m, past 12 hours",K,2,0,16,°C,2,4,Operational
12,012116,"Maximum temperature at 2m, past 24 hours",K,2,0,16,°C,2,4,Operational
12,012117,"Minimum temperature at 2m, past 24 hours",K,2,0,16,°C,2,4,Operational
12,012118,"Maximum temperature at height specified, past 24 hours",K,2,0,16,°C,2,4,Operational
12,012119,"Minimum  temperature at height specified, past 24 hours",K,2,0,16,°C,2,4,Operational
12,012120,Ground temperature,K,2,0,16,?C,2,4,Validation
12,012121,Ground minimum temperature,K,2,0,16,°C,2,4,Operational
12,012122,Ground minimum temperature of the preceding night,K,2,0,16,°C,2,4,Operational
12,012130,Soil temperature,K,2,0,16,°C,2,4,Operational
12,012131,Snow temperature,K,2,0,16,?C,2,4,Validation
12,012132,Ice surface temperature,K,2,0,16,?C,2,4,Validation
12,012151,Standard deviation of daily mean temperature,K,2,0,12,°C,2,4,Operational
12,012152,Highest daily mean temperature,K,2,0,16,°C,2,4,Operational
12,012153,Lowest daily mean temperature,K,2,0,16,°C,2,4,Operational
12,012161,Skin temperature,K,2,0,16,°C,2,4,Operational
12,012162,Equivalent black body temperature,K,2,0,16,°C,2,4,Operational
12,012163,Brightness temperature,K,2,0,16,°C,2,4,Operational
12,012164,Instrument temperature,K,2,0,16,K,2,5,Operational
12,012165,Direct sun brightness temperature,K,0,0,23,K,0,7,Operational
12,012166,Snapshot accuracy,K,1,-4000,13,K,1,4,Operational
12,012167,Radiometric accuracy (pure polarisation),K,1,0,9,K,1,3,Operational
12,012168,Radiometric accuracy (cross polarisation),K,1,0,9,K,1,3,Operational
12,012171,Coldest cluster temperature,K,2,0,16,K,2,5,Operational
12,012180,Averaged 12 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5,Operational
12,012181,Averaged 11 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5,Operational
12,012182,Averaged 3.7 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5,Operational
12,012183,"Averaged 12 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5,Operational
12,012184,"Averaged 11 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5,Operational
12,012185,"Averaged 3.7 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5,Operational
12,012186,Mean nadir sea surface temperature,K,2,0,16,K,2,5,Operational
12,012187,Mean dual view sea-surface temperature,K,2,0,16,K,2,5,Operational
12,012188,Interpolated 23.8 GHz brightness T from MWR,K,2,0,16,K,2,5,Operational
12,012189,Interpolated 36.5 GHz brightness T from MWR,K,2,0,16,K,2,5,Operational
13,013001,Specific humidity,kg kg-1,5,0,14,kg kg-1,5,5,Operational
13,013002,Mixing ratio,kg kg-1,5,0,14,kg kg-1,5,5,Operational
13,013003,Relative humidity,%,0,0,7,%,0,3,Operational
13,013004,Vapour pressure,Pa,-1,0,10,Pa,-1,4,Operational
13,013005,Vapour density,kg m-3,3,0,7,kg m-3,3,3,Operational
13,013006,Mixing heights,m,-1,-40,16,m,-1,5,Operational
13,013007,Minimum relative humidity,%,0,0,7,%,0,3,Operational
13,013008,Maximum relative humidity,%,0,0,7,%,0,3,Operational
13,013009,Relative humidity,%,1,-1000,12,%,1,4,Operational
13,013011,Total precipitation/total water equivalent,kg m-2,1,-1,14,kg m-2,1,5,Operational
13,013012,Depth of fresh snow,m,2,-2,12,m,2,4,Operational
13,013013,Total snow depth,m,2,-2,16,m,2,5,Operational
13,013014,Rainfall/water equivalent of snow (averaged rate),kg m-2 s-1,4,0,12,kg m-2 s-1,4,4,Operational
13,013015,Snowfall  (averaged rate),m s-1,7,0,12,m s-1,7,4,Operational
13,013016,Precipitable water,kg m-2,0,0,7,kg m-2,0,3,Operational
13,013019,Total precipitation past 1 hour,kg m-2,1,-1,14,kg m-2,1,4,Operational
13,013020,Total precipitation past 3 hours,kg m-2,1,-1,14,kg m-2,1,5,Operational
13,013021,Total precipitation past 6 hours,kg m-2,1,-1,14,kg m-2,1,5,Operational
13,013022,Total precipitation past 12 hours,kg m-2,1,-1,14,kg m-2,1,5,Operational
13,013023,Total precipitation past 24 hours,kg m-2,1,-1,14,kg m-2,1,5,Operational
13,013031,Evapotranspiration,kg m-2,0,0,7,kg m-2,0,3,Operational
13,013032,Evaporation/evapotranspiration,kg m-2,1,0,8,kg m-2,1,3,Operational
13,013033,Evaporation/evapotranspiration,kg m-2,1,0,10,kg m-2,1,4,Operational
13,013038,Superadiabatic indicator,Code table,0,0,2,Code table,0,1,Operational
13,013039,Terrain type (ice/snow),Code table,0,0,3,Code table,0,1,Operational
13,013040,Surface flag,Code table,0,0,4,Code table,0,2,Operational
13,013041,Pasquill-Gifford stability category,Code table,0,0,4,Code table,0,2,Operational
13,013042,Parcel lifted index (to 500 hPa),K,0,-20,6,K,0,2,Operational
13,013043,Best lifted index (to 500 hPa),K,0,-20,6,K,0,2,Operational
13,013044,K index,K,0,-30,8,C,0,3,Operational
13,013045,KO index,K,0,-30,8,K,0,3,Operational
13,013046,Maximum buoyancy,K,0,-30,8,K,0,3,Operational
13,013047,Modified Showalter stability index,K,0,-60,6,°C,0,2,Operational
13,013048,Water fraction,%,1,0,10,%,1,4,Operational
13,013051,"Frequency group, precipitation",Code table,0,0,4,Code table,0,2,Operational
13,013052,Highest daily amount of precipitation,kg m-2,1,-1,14,kg m-2,1,5,Operational
13,013055,Intensity of precipitation,kg m-2 s-1,4,0,8,mm h-1,1,4,Operational
13,013056,Character and intensity of precipitation,Code table,0,0,4,Code table,0,2,Operational
13,013057,Time of beginning or end of precipitation,Code table,0,0,4,Code table,0,2,Operational
13,013058,Size of precipitating element,m,4,0,7,mm,1,3,Operational
13,013059,Number of flashes (thunderstorm),Numeric,0,0,7,Numeric,0,3,Operational
13,013060,Total accumulated precipitation,kg m-2,1,-1,17,kg m-2,1,5,Operational
13,013071,Upstream water level,m,2,0,14,m,2,4,Operational
13,013072,Downstream water level,m,2,0,14,m,2,4,Operational
13,013073,Maximum water level,m,2,0,14,m,2,4,Operational
13,013074,Ground water level,m,2,0,18,m,2,6,Validation
13,013080,Water pH,pH unit,1,0,10,pH unit,1,3,Operational
13,013081,Water conductivity,S m-1,3,0,14,S m-1,3,4,Operational
13,013082,Water temperature,K,1,0,12,K,1,4,Operational
13,013083,Dissolved oxygen,kg m-3,6,0,15,kg m-3,6,5,Operational
13,013084,Turbidity,Lumen,0,0,14,Lumen,0,4,Operational
13,013085,Oxydation Reduction Potential (ORP),V,3,0,14,V,3,4,Operational
13,013090,Radiometer water vapour content,kg m-2,1,0,10,kg m-2,1,4,Operational
13,013091,Radiometer liquid content,kg m-2,2,0,8,kg m-2,2,3,Operational
13,013093,Cloud optical thickness,Numeric,0,0,8,Numeric,0,3,Operational
13,013095,Total column water vapour,kg m-2,4,0,19,kg m-2,4,6,Operational
13,013096,MWR water vapour content,kg m-2,2,0,14,kg m-2,2,5,Operational
13,013097,MWR liquid water content,kg m-2,2,0,14,kg m-2,2,5,Operational
13,013098,Integrated water vapour density,kg m-2,8,0,30,kg m-2,8,10,Operational
13,013110,Mass mixing ratio,%,0,0,7,%,0,3,Validation
13,013111,"Soil moisture, volumetric or water potential",g kg-1,0,0,10,g kg-1,0,4,Validation
13,013112,Object wetness duration,s,0,0,17,s,0,5,Validation
13,013114,Rate of ice accretion,kg m-2 h-1,1,0,11,kg m-2 h-1,1,4,Validation
13,013115,Ice thickness,m,2,0,19,m,2,6,Validation
13,013117,Snow density (liquid water content),kg m-3,0,0,10,kg m-3,0,3,Validation
13,013155,Intensity of precipitation (high accuracy),kg m-2 s-1,5,-1,16,mm h-1,1,5,Operational
14,014001,"Long-wave radiation, integrated over 24 hours",J m-2,-3,-65536,17,J m-2,-3,5,Operational
14,014002,"Long-wave radiation, integrated over period specified",J m-2,-3,-65536,17,J m-2,-3,5,Operational
14,014003,"Short-wave radiation, integrated over 24 hours",J m-2,-3,-65536,17,J m-2,-3,5,Operational
14,014004,"Short-wave radiation, integrated over period specified",J m-2,-3,-65536,17,J m-2,-3,5,Operational
14,014011,"Net long-wave radiation, integrated over 24 hours",J m-2,-3,-65536,17,J m-2,-3,5,Operational
14,014012,"Net long-wave radiation, integrated over period specified",J m-2,-3,-65536,17,J m-2,-3,5,Operational
14,014013,"Net short-wave radiation, integrated over 24 hours",J m-2,-3,-65536,17,J m-2,-3,5,Operational
14,014014,"Net short-wave radiation, integrated over period specified",J m-2,-3,-65536,17,J m-2,-3,5,Operational
14,014015,"Net radiation, integrated over 24 hours",J m-2,-4,-16384,15,J m-2,-4,5,Operational
14,014016,"Net radiation, integrated over period specified",J m-2,-4,-16384,15,J m-2,-4,5,Operational
14,014017,Instantaneous long-wave radiation,W m-2,0,-512,10,W m-2,0,4,Operational
14,014018,Instantaneous short-wave radiation,W m-2,0,-2048,12,W m-2,0,4,Operational
14,014019,Surface albedo,%,0,0,7,%,0,3,Operational
