"No","ClassNo","ClassName_E","FXY","ElementName_E","Note_E","BUFR_Unit","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit","CREX_Scale","CREX_DataWidth_Char","Status"
358.00,"07","Location (vertical)","007031","Height of barometer above mean sea level","(see Note 4)#BUFR_15_1_1_TableB.doc#BC_Cls07","m","1","-4000","17","m","1","5","Operational"
359.00,"07","Location (vertical)","007032","Height of sensor above local ground (or deck of marine platform)","(see Note 5)#BUFR_15_1_1_TableB.doc#BC_Cls07","m","2","0","16","m","2","5","Operational"
360.00,"07","Location (vertical)","007033","Height of sensor above water surface","(see Note 6)#BUFR_15_1_1_TableB.doc#BC_Cls07","m","1","0","12","m","1","4","Operational"
361.00,"07","Location (vertical)","007035","Maximum size of z-dimension",,"Numeric","0","0","12","Numeric","0","4","Validation"
362.00,"07","Location (vertical)","007036","Level index of z",,"Numeric","0","0","12","Numeric","0","4","Validation"
363.00,"07","Location (vertical)","007040","Impact parameter","(see Note 7)#BUFR_15_1_1_TableB.doc#BC_Cls07","m","1","62000000","22","m","1","8","Operational"
364.00,"07","Location (vertical)","007061","Depth below land surface",,"m","2","0","14","m","2","5","Operational"
365.00,"07","Location (vertical)","007062","Depth below sea/water surface",,"m","1","0","17","m","1","6","Operational"
366.00,"07","Location (vertical)","007063","Depth below sea/water surface (cm)",,"m","2","0","20","m","2","7","Operational"
367.00,"07","Location (vertical)","007064","Representative height of sensor above station","(see Note 8)#BUFR_15_1_1_TableB.doc#BC_Cls07","m","0","0","4","m","0","2","Operational"
368.00,"07","Location (vertical)","007065","Water pressure",,"Pa","-3","0","17","Pa","-3","6","Operational"
369.00,"07","Location (vertical)","007070","Drogue depth",,"m","0","0","10","m","0","4","Operational"
370.00,"08","Significance qualifiers","008001","Vertical sounding significance",,"Flag table","0","0","7","Flag table","0","3","Operational"
371.00,"08","Significance qualifiers","008002","Vertical significance (surface observations)",,"Code table","0","0","6","Code table","0","2","Operational"
372.00,"08","Significance qualifiers","008003","Vertical significance (satellite observations)",,"Code table","0","0","6","Code table","0","2","Operational"
373.00,"08","Significance qualifiers","008004","Phase of aircraft flight",,"Code table","0","0","3","Code table","0","1","Operational"
374.00,"08","Significance qualifiers","008005","Meteorological attribute significance",,"Code table","0","0","4","Code table","0","2","Operational"
375.00,"08","Significance qualifiers","008006","Ozone vertical sounding significance",,"Flag table","0","0","9","Flag table","0","3","Operational"
376.00,"08","Significance qualifiers","008007","Dimensional significance",,"Code table","0","0","4","Code table","0","2","Operational"
377.00,"08","Significance qualifiers","008008","Radiation vertical sounding significance",,"Flag table","0","0","9","Flag table","0","3","Operational"
378.00,"08","Significance qualifiers","008009","Detailed phase of flight",,"Code table","0","0","4","Code table","0","2","Operational"
379.00,"08","Significance qualifiers","008010","Surface qualifier (for temperature data)",,"Code table","0","0","5","Code table","0","2","Operational"
380.00,"08","Significance qualifiers","008011","Meteorological feature",,"Code table","0","0","6","Code table","0","2","Operational"
381.00,"08","Significance qualifiers","008012","Land/sea qualifier",,"Code table","0","0","2","Code table","0","1","Operational"
382.00,"08","Significance qualifiers","008013","Day/night qualifier",,"Code table","0","0","2","Code table","0","1","Operational"
383.00,"08","Significance qualifiers","008014","Qualifier for runway visual range",,"Code table","0","0","4","Code table","0","2","Operational"
384.00,"08","Significance qualifiers","008015","Significance qualifier for sensor",,"Code table","0","0","3","Code table","0","1","Validation"
385.00,"08","Significance qualifiers","008016","Change qualifier of a trend-type forecast or an aerodrome forecast",,"Code table","0","0","3","Code table","0","1","Operational"
386.00,"08","Significance qualifiers","008017","Qualifier of the time when the forecast change is expected",,"Code table","0","0","2","Code table","0","1","Operational"
387.00,"08","Significance qualifiers","008018","SEAWINDS land/ice surface type",,"Flag table","0","0","17","Flag table","0","6","Operational"
388.00,"08","Significance qualifiers","008019","Qualifier for following centre identifier",,"Code table","0","0","4","Code table","0","2","Operational"
389.00,"08","Significance qualifiers","008020","Total number of missing entities (with respect to accumulation or average)",,"Numeric","0","0","16","Numeric","0","5","Operational"
390.00,"08","Significance qualifiers","008021","Time significance",,"Code table","0","0","5","Code table","0","2","Operational"
391.00,"08","Significance qualifiers","008022","Total number (with respect to accumulation or average)",,"Numeric","0","0","16","Numeric","0","5","Operational"
392.00,"08","Significance qualifiers","008023","First-order statistics",,"Code table","0","0","6","Code table","0","2","Operational"
393.00,"08","Significance qualifiers","008024","Difference statistics",,"Code table","0","0","6","Code table","0","2","Operational"
394.00,"08","Significance qualifiers","008025","Time difference qualifier","(see Note 5)#BUFR_15_1_1_TableB.doc#BC_Cls08","Code table","0","0","4","Code table","0","2","Operational"
395.00,"08","Significance qualifiers","008026","Matrix significance",,"Code table","0","0","6","Code table","0","2","Operational"
396.00,"08","Significance qualifiers","008027","Matrix geometry",,"Code table","0","0","6","Code table","0","2","Validation"
397.00,"08","Significance qualifiers","008029","Surface type",,"Code table","0","0","8","Code table","0","3","Validation"
398.00,"08","Significance qualifiers","008030","Manual on Codes (Volume I.1, Section C) Code table from which data are derived",,"Numeric","0","0","13","Numeric","0","4","Operational"
399.00,"08","Significance qualifiers","008031","Data category - CREX table A",,"Numeric","0","0","8","Numeric","0","3","Operational"
400.00,"08","Significance qualifiers","008032","Status of operation",,"Code table","0","0","4","Code table","0","2","Validation"
401.00,"08","Significance qualifiers","008033","Method of derivation of percentage confidence","(see Note 6)#BUFR_15_1_1_TableB.doc#BC_Cls08","Code table","0","0","7","Code table","0","3","Operational"
402.00,"08","Significance qualifiers","008035","Type of monitoring exercise",,"Code table","0","0","3","Code table","0","1","Operational"
403.00,"08","Significance qualifiers","008036","Type of centre or station performing monitoring",,"Code table","0","0","3","Code table","0","1","Operational"
404.00,"08","Significance qualifiers","008039","Time significance (Aviation forecast)",,"Code table","0","0","6","Code table","0","2","Operational"
405.00,"08","Significance qualifiers","008040","Flight level significance",,"Code table","0","0","6","Code table","0","2","Operational"
406.00,"08","Significance qualifiers","008041","Data significance",,"Code table","0","0","5","Code table","0","2","Operational"
407.00,"08","Significance qualifiers","008042","Extended vertical sounding significance",,"Flag table","0","0","18","Flag table","0","6","Operational"
408.00,"08","Significance qualifiers","008043","Atmospheric chemical or physical constituent type",,"Code table","0","0","8","Code table","0","3","Operational"
409.00,"08","Significance qualifiers","008044","CAS registry number",,"CCITT IA5","0","0","88","Character","0","11","Validation"
410.00,"08","Significance qualifiers","008045","Particulate matter characterization",,"Code table","0","0","8","Code table","0","3","Validation"
411.00,"08","Significance qualifiers","008046","Atmospheric chemical or physical constituent type",,"Common Code table C-14","0","0","16","Common Code table C-14","0","5","Validation"
412.00,"08","Significance qualifiers","008049","Number of observations",,"Numeric","0","0","8","Numeric","0","3","Operational"
413.00,"08","Significance qualifiers","008050","Qualifier for number of missing values in calculation of statistic",,"Code table","0","0","4","Code table","0","2","Operational"
414.00,"08","Significance qualifiers","008051","Qualifier for number of missing values in calculation of statistic",,"Code table","0","0","3","Code table","0","1","Operational"
415.00,"08","Significance qualifiers","008052","Condition for which number of days of occurrence follows",,"Code table","0","0","5","Code table","0","2","Operational"
416.00,"08","Significance qualifiers","008053","Day of occurrence qualifier",,"Code table","0","0","2","Code table","0","1","Operational"
417.00,"08","Significance qualifiers","008054","Qualifier for wind speed or wind gusts",,"Code table","0","0","3","Code table","0","1","Operational"
418.00,"08","Significance qualifiers","008060","Sample scanning mode significance",,"Code table","0","0","4","Code table","0","2","Operational"
419.00,"08","Significance qualifiers","008065","Sun-glint indicator",,"Code table","0","0","2","Code table","0","1","Operational"
420.00,"08","Significance qualifiers","008066","Semi-transparency indicator",,"Code table","0","0","2","Code table","0","1","Operational"
421.00,"08","Significance qualifiers","008070","TOVS/ATOVS product qualifier",,"Code table","0","0","4","Code table","0","2","Operational"
422.00,"08","Significance qualifiers","008072","Pixel(s) type",,"Code table","0","0","3","Code table","0","1","Operational"
423.00,"08","Significance qualifiers","008074","Altimeter echo type",,"Code table","0","0","2","Code table","0","1","Operational"
424.00,"08","Significance qualifiers","008075","Ascending/descending orbit qualifier",,"Code table","0","0","2","Code table","0","1","Operational"
425.00,"08","Significance qualifiers","008076","Type of band",,"Code table","0","0","6","Code table","0","2","Operational"
426.00,"08","Significance qualifiers","008077","Radiometer sensed surface type",,"Code table","0","0","7","Code table","0","3","Operational"
427.00,"08","Significance qualifiers","008079","Aviation product status",,"Code table","0","0","4","Code table","0","2","Operational"
428.00,"08","Significance qualifiers","008080","Qualifier for GTSPP quality flag",,"Code table","0","0","6","Code table","0","2","Operational"
429.00,"08","Significance qualifiers","008081","Type of equipment",,"Code table","0","0","6","Code table","0","2","Operational"
430.00,"08","Significance qualifiers","008082","Modification of sensor height to another value",,"Code table","0","0","3","Code table","0","1","Operational"
431.00,"08","Significance qualifiers","008083","Nominal value indicator",,"Flag table","0","0","15","Flag table","0","5","Operational"
432.00,"08","Significance qualifiers","008085","Beam identifier",,"Code table","0","0","3","Code table","0","1","Operational"
433.00,"08","Significance qualifiers","008086","Vertical significance for NWP",,"Flag table","0","0","12","Flag table",,,"Validation"
434.00,"08","Significance qualifiers","008090","Decimal scale of following significands",,"Numeric","0","-127","8","Numeric","0","3","Operational"
435.00,"10","Non-coordinate location (vertical)","010001","Height of land surface",,"m","0","-400","15","m","0","5","Operational"
436.00,"10","Non-coordinate location (vertical)","010002","Height",,"m","-1","-40","16","m","-1","5","Operational"
437.00,"10","Non-coordinate location (vertical)","010003","Geopotential",,"m2 s-2","-1","-400","17","m2 s-2","-1","6","Operational"
438.00,"10","Non-coordinate location (vertical)","010004","Pressure",,"Pa","-1","0","14","Pa","-1","5","Operational"
439.00,"10","Non-coordinate location (vertical)","010007","Height",,"m","0","-1000","17","m","0","6","Operational"
440.00,"10","Non-coordinate location (vertical)","010008","Geopotential",,"m2 s-2","0","-10000","20","m2 s-2","0","7","Operational"
441.00,"10","Non-coordinate location (vertical)","010009","Geopotential height",,"gpm","0","-1000","17","gpm","0","5","Operational"
442.00,"10","Non-coordinate location (vertical)","010010","Minimum pressure reduced to mean sea level",,"Pa","-1","0","14","Pa","-1","5","Operational"
443.00,"10","Non-coordinate location (vertical)","010011","Maximum pressure reduced to mean sea level",,"Pa","-1","0","14","Pa","-1","5","Operational"
444.00,"10","Non-coordinate location (vertical)","010012","Density Altitude","(see note 5)#BUFR_15_1_1_TableB.doc#BC_Cls10","m","0","-1525","13","m","0","4","Validation"
445.00,"10","Non-coordinate location (vertical)","010031","In direction of the North Pole, distance from the Earth's centre","(see Notes 2 and 3)#BUFR_15_1_1_TableB.doc#BC_Cls10","m","2","-1073741824","31","m","2","10","Operational"
446.00,"10","Non-coordinate location (vertical)","010032","Satellite distance to Earth's centre",,"m","1","0","27","m","2","9","Operational"
447.00,"10","Non-coordinate location (vertical)","010033","Altitude (platform to ellipsoid)",,"m","1","0","27","m","2","9","Operational"
448.00,"10","Non-coordinate location (vertical)","010034","Earth's radius",,"m","1","0","27","m","2","9","Operational"
449.00,"10","Non-coordinate location (vertical)","010035","Earth's local radius of curvature",,"m","1","62000000","22","m","1","8","Operational"
450.00,"10","Non-coordinate location (vertical)","010036","Geoid undulation","(see Note 4)#BUFR_15_1_1_TableB.doc#BC_Cls10","m","2","-15000","15","m","2","6","Operational"
451.00,"10","Non-coordinate location (vertical)","010040","Number of retrieved layers",,"Numeric","0","0","10","Numeric","0","4","Operational"
452.00,"10","Non-coordinate location (vertical)","010050","Standard deviation altitude",,"m","2","0","16","m","2","5","Operational"
453.00,"10","Non-coordinate location (vertical)","010051","Pressure reduced to mean sea level",,"Pa","-1","0","14","Pa","-1","5","Operational"
454.00,"10","Non-coordinate location (vertical)","010052","Altimeter setting (QNH)",,"Pa","-1","0","14","Pa","-1","5","Operational"
455.00,"10","Non-coordinate location (vertical)","010053","Global navigation satellite system altitude",,"m","0","-1000","17","m","0","5","Validation"
456.00,"10","Non-coordinate location (vertical)","010060","Pressure change",,"Pa","-1","-1024","11","Pa","-1","4","Operational"
457.00,"10","Non-coordinate location (vertical)","010061","3-hour pressure change",,"Pa","-1","-500","10","Pa","-1","4","Operational"
458.00,"10","Non-coordinate location (vertical)","010062","24-hour pressure change",,"Pa","-1","-1000","11","Pa","-1","4","Operational"
459.00,"10","Non-coordinate location (vertical)","010063","Characteristic of pressure tendency",,"Code table","0","0","4","Code table","0","2","Operational"
460.00,"10","Non-coordinate location (vertical)","010064","SIGMET cruising level",,"Code table","0","0","3","Code table","0","1","Operational"
461.00,"10","Non-coordinate location (vertical)","010070","Indicated aircraft altitude",,"m","0","-400","16","m","0","5","Operational"
462.00,"10","Non-coordinate location (vertical)","010080","Viewing zenith angle",,"deg","2","-9000","15","deg","2","5","Operational"
463.00,"10","Non-coordinate location (vertical)","010081","Altitude of COG above reference ellipsoid",,"m","3","0","31","m","3","10","Operational"
464.00,"10","Non-coordinate location (vertical)","010082","Instantaneous altitude rate",,"m/s","3","-65536","17","m/s","3","6","Operational"
465.00,"10","Non-coordinate location (vertical)","010083","Squared off nadir angle of the satellite from platform data",,"deg2","2","0","16","deg2","2","5","Operational"
466.00,"10","Non-coordinate location (vertical)","010084","Squared off nadir angle of the satellite from waveform data",,"deg2","2","0","16","deg2","2","5","Operational"
467.00,"10","Non-coordinate location (vertical)","010085","Mean sea surface height",,"m","3","-131072","18","m","3","6","Operational"
468.00,"10","Non-coordinate location (vertical)","010086","Geoid's height",,"m","3","-131072","18","m","3","6","Operational"
469.00,"10","Non-coordinate location (vertical)","010087","Ocean depth/land elevation",,"m","1","-131072","18","m","1","6","Operational"
470.00,"10","Non-coordinate location (vertical)","010088","Total geocentric ocean tide height (solution 1)",,"m","3","-32768","16","m","3","5","Operational"
471.00,"10","Non-coordinate location (vertical)","010089","Total geocentric ocean tide height (solution 2)",,"m","3","-32768","16","m","3","5","Operational"
472.00,"10","Non-coordinate location (vertical)","010090","Long period tide height",,"m","3","-32768","16","m","3","5","Operational"
473.00,"10","Non-coordinate location (vertical)","010091","Tidal loading height",,"m","3","-32768","16","m","3","5","Operational"
474.00,"10","Non-coordinate location (vertical)","010092","Solid Earth tide height",,"m","3","-32768","16","m","3","5","Operational"
475.00,"10","Non-coordinate location (vertical)","010093","Geocentric pole tide height",,"m","3","-32768","16","m","3","5","Operational"
476.00,"10","Non-coordinate location (vertical)","010095","Height of atmosphere used",,"m","0","0","16","m","0","5","Operational"
477.00,"10","Non-coordinate location (vertical)","010096","Mean dynamic topography",,"m","3","-131072","18","m","3","6","Operational"
478.00,"10","Non-coordinate location (vertical)","010097","Mean sea surface height from altimeter only",,"m","3","-131072","18","m","3","6","Operational"
479.00,"10","Non-coordinate location (vertical)","010098","Loading tide height geocentric ocean tide solution 1",,"m","4","-2000","12","m","4","4","Operational"
480.00,"10","Non-coordinate location (vertical)","010099","Loading tide height geocentric ocean tide solution 2",,"m","4","-2000","12","m","4","4","Operational"
481.00,"10","Non-coordinate location (vertical)","010100","Non-equilibrium long period tide height",,"m","4","-2000","12","m","4","4","Operational"
482.00,"10","Non-coordinate location (vertical)","010101","Squared off nadir angle of the satellite from waveform data",,"deg2","2","-32768","16","deg2","2","5","Operational"
483.00,"10","Non-coordinate location (vertical)","010102","Sea surface height anomaly",,"m","3","-32768","16","m","3","5","Validation"
484.00,"11","Wind and turbulence","011001","Wind direction (degree true)",,"deg","0","0","9","deg","0","3","Operational"
485.00,"11","Wind and turbulence","011002","Wind speed",,"m/s","1","0","12","m/s","1","4","Operational"
486.00,"11","Wind and turbulence","011003","u-component",,"m/s","1","-4096","13","m/s","1","4","Operational"
487.00,"11","Wind and turbulence","011004","v-component",,"m/s","1","-4096","13","m/s","1","4","Operational"
488.00,"11","Wind and turbulence","011005","w-component",,"Pa/s","1","-512","10","Pa/s","1","4","Operational"
489.00,"11","Wind and turbulence","011006","w-component",,"m/s","2","-4096","13","m/s","2","4","Operational"
490.00,"11","Wind and turbulence","011010","Wind direction associated with wind speed which follows (degree true)",,"deg","0","0","9","deg","0","3","Operational"
491.00,"11","Wind and turbulence","011011","Wind direction at 10 m (degree true)",,"deg","0","0","9","deg","0","3","Operational"
492.00,"11","Wind and turbulence","011012","Wind speed at 10 m",,"m/s","1","0","12","m/s","1","4","Operational"
493.00,"11","Wind and turbulence","011013","Wind direction at 5 m (degree true)",,"deg","0","0","9","deg","0","3","Operational"
494.00,"11","Wind and turbulence","011014","Wind speed at 5 m",,"m/s","1","0","12","m/s","1","4","Operational"
495.00,"11","Wind and turbulence","011016","Extreme counterclockwise wind direction of a variable wind (degree true)",,"deg","0","0","9","deg","0","3","Operational"
496.00,"11","Wind and turbulence","011017","Extreme clockwise wind direction of a variable wind (degree true)",,"deg","0","0","9","deg","0","3","Operational"
497.00,"11","Wind and turbulence","011019","Steadiness of wind","(see Note 6)#BUFR_15_1_1_TableB.doc#BC_Cls11","%","0","0","7","%","0","3","Operational"
498.00,"11","Wind and turbulence","011021","Relative vorticity",,"/s","9","-65536","17","/s","9","6","Operational"
499.00,"11","Wind and turbulence","011022","Divergence",,"/s","9","-65536","17","/s","9","6","Operational"
500.00,"11","Wind and turbulence","011023","Velocity potential",,"m2/s","-2","-65536","17","m2/s","-2","6","Operational"
501.00,"11","Wind and turbulence","011030","Extended degree of turbulence",,"Code table","0","0","6","Code table","0","2","Operational"
502.00,"11","Wind and turbulence","011031","Degree of turbulence",,"Code table","0","0","4","Code table","0","2","Operational"
503.00,"11","Wind and turbulence","011032","Height of base of turbulence",,"m","-1","-40","16","m","-1","5","Operational"
504.00,"11","Wind and turbulence","011033","Height of top of turbulence",,"m","-1","-40","16","m","-1","5","Operational"
505.00,"11","Wind and turbulence","011034","Vertical gust velocity",,"m/s","1","-1024","11","m/s","1","4","Operational"
506.00,"11","Wind and turbulence","011035","Vertical gust acceleration",,"m s-2","2","-8192","14","m s-2","2","5","Operational"
507.00,"11","Wind and turbulence","011036","Maximum derived equivalent vertical gust speed",,"m/s","1","0","10","m/s","1","4","Operational"
508.00,"11","Wind and turbulence","011037","Turbulence index",,"Code table","0","0","6","Code table","0","2","Operational"
509.00,"11","Wind and turbulence","011038","Time of occurrence of peak eddy dissipation rate",,"Code table","0","0","5","Code table","0","2","Operational"
510.00,"11","Wind and turbulence","011039","Extended time of occurrence of peak eddy dissipation rate",,"Code table","0","0","6","Code table","0","2","Operational"
511.00,"11","Wind and turbulence","011040","Maximum wind speed (mean wind)",,"m/s","1","0","12","m/s","1","4","Operational"
512.00,"11","Wind and turbulence","011041","Maximum wind gust speed",,"m/s","1","0","12","m/s","1","4","Operational"
513.00,"11","Wind and turbulence","011042","Maximum wind speed (10-minute mean wind)",,"m/s","1","0","12","m/s","1","4","Operational"
514.00,"11","Wind and turbulence","011043","Maximum wind gust direction (degree true)",,"deg","0","0","9","deg","0","3","Operational"
515.00,"11","Wind and turbulence","011044","Mean wind direction for surface - 1500 m (5000 feet) (degree true)",,"deg","0","0","9","deg","0","3","Operational"
516.00,"11","Wind and turbulence","011045","Mean wind speed for surface - 1500 m (5000 feet)",,"m/s","1","0","12","m/s","1","4","Operational"
517.00,"11","Wind and turbulence","011046","Maximum instantaneous wind speed",,"m/s","1","0","12","m/s","1","4","Operational"
518.00,"11","Wind and turbulence","011047","Maximum instantaneous wind speed over 10 minutes",,"m/s","1","0","12","m/s","1","4","Operational"
519.00,"11","Wind and turbulence","011049","Standard deviation of wind direction (degree true)",,"deg","0","0","9","deg","0","3","Operational"
520.00,"11","Wind and turbulence","011050","Standard deviation of horizontal wind speed",,"m/s","1","0","12","m/s","1","4","Operational"
521.00,"11","Wind and turbulence","011051","Standard deviation of vertical wind speed",,"m/s","1","0","8","m/s","1","3","Operational"
522.00,"11","Wind and turbulence","011052","Formal uncertainty in wind speed",,"m/s","2","0","13","m/s","2","5","Operational"
523.00,"11","Wind and turbulence","011053","Formal uncertainty in wind direction (degree true)",,"deg","2","0","15","deg","2","5","Operational"
524.00,"11","Wind and turbulence","011054","Mean wind direction for 1500 m - 3000 m (degree true)",,"deg","0","0","9","deg","0","3","Operational"
525.00,"11","Wind and turbulence","011055","Mean wind speed for 1500 m - 3000 m",,"m/s","1","0","12","m/s","1","4","Operational"
526.00,"11","Wind and turbulence","011061","Absolute wind shear in 1 km layer below",,"m/s","1","0","12","m/s","1","4","Operational"
527.00,"11","Wind and turbulence","011062","Absolute wind shear in 1 km layer above",,"m/s","1","0","12","m/s","1","4","Operational"
528.00,"11","Wind and turbulence","011070","Designator of the runway affected by wind shear (including ALL)",,"CCITT IA5","0","0","32","Character","0","4","Operational"
529.00,"11","Wind and turbulence","011071","Turbulent vertical momentum flux",,"m2 s-2","3","-128","14","m2 s-2","3","5","Operational"
530.00,"11","Wind and turbulence","011072","Turbulent vertical buoyancy flux",,"K m s-1","3","-128","11","K m s-1","3","4","Operational"
531.00,"11","Wind and turbulence","011073","Turbulent kinetic energy",,"m2 s-2","2","-1024","13","m2 s-2","2","4","Operational"
532.00,"11","Wind and turbulence","011074","Dissipation energy",,"m2 s-2","2","-1024","10","m2 s-2","2","4","Operational"
533.00,"11","Wind and turbulence","011075","Mean turbulence intensity (eddy dissipation rate)",,"m2/3 s-1","2","0","8","m2/3 s-1","2","3","Operational"
534.00,"11","Wind and turbulence","011076","Peak turbulence intensity (eddy dissipation rate)",,"m2/3 s-1","2","0","8","m2/3 s-1","2","3","Operational"
535.00,"11","Wind and turbulence","011077","Reporting interval or averaging time for eddy dissipation rate",,"s","0","0","12","s","0","4","Operational"
536.00,"11","Wind and turbulence","011081","Model wind direction at 10m (degree true)",,"deg","2","0","16","deg","2","5","Operational"
537.00,"11","Wind and turbulence","011082","Model wind speed at 10m",,"m/s","2","0","14","m/s","2","4","Operational"
538.00,"11","Wind and turbulence","011083","Wind speed",,"km/h","0","0","9","km/h","0","3","Operational"
539.00,"11","Wind and turbulence","011084","Wind speed",,"kt","0","0","8","kt","0","3","Operational"
540.00,"11","Wind and turbulence","011085","Maximum wind gust speed",,"km/h","0","0","9","km/h","0","3","Operational"
541.00,"11","Wind and turbulence","011086","Maximum wind gust speed",,"kt","0","0","8","kt","0","3","Operational"
542.00,"11","Wind and turbulence","011095","u-component of the model wind vector",,"m/s","1","-4096","13","m/s","1","4","Operational"
543.00,"11","Wind and turbulence","011096","v-component of the model wind vector",,"m/s","1","-4096","13","m/s","1","4","Operational"
544.00,"11","Wind and turbulence","011097","Wind speed from altimeter",,"m/s","2","0","12","m/s","2","4","Operational"
545.00,"11","Wind and turbulence","011098","Wind speed from radiometer",,"m/s","2","0","12","m/s","2","4","Operational"
546.00,"11","Wind and turbulence","011100","True aircraft speed",,"m/s","1","0","12","m/s","1","4","Validation"
547.00,"11","Wind and turbulence","011101","Aircraft velocity u-component",,"m/s","1","-4096","13","m/s","1","4","Validation"
548.00,"11","Wind and turbulence","011102","Aircraft velocity v-component",,"m/s","1","-4096","13","m/s","1","4","Validation"
549.00,"11","Wind and turbulence","011103","Aircraft velocity w-component",,"m/s","1","-512","10","m/s","1","4","Validation"
550.00,"11","Wind and turbulence","011104","Aircraft true heading",,"deg","0","0","9","deg","0","3","Validation"
551.00,"11","Wind and turbulence","011105","EDR algorithm version",,"Numeric","0","0","6","Numeric","0","2","Validation"
552.00,"11","Wind and turbulence","011106","Running minimum confidence",,"Numeric","1","0","4","Numeric","1","2","Validation"
553.00,"11","Wind and turbulence","011107","Maximum number bad inputs",,"Numeric","0","0","5","Numeric","0","2","Validation"
554.00,"11","Wind and turbulence","011108","Peak Location",,"Numeric","1","0","4","Numeric","1","2","Validation"
555.00,"11","Wind and turbulence","011109","Number of good EDR",,"Numeric","0","0","4","Numeric","0","2","Validation"
556.00,"12","Temperature","012001","Temperature/air temperature",,"K","1","0","12","C","1","3","Operational"
557.00,"12","Temperature","012002","Air temperature",,"K","1","0","12","C","1","3","Operational"
558.00,"12","Temperature","012003","Dew-point temperature",,"K","1","0","12","C","1","3","Operational"
559.00,"12","Temperature","012004","Dry-bulb temperature at 2 m",,"K","1","0","12","C","1","3","Operational"
560.00,"12","Temperature","012005","Wet-bulb temperature at 2 m",,"K","1","0","12","C","1","3","Operational"
561.00,"12","Temperature","012006","Dew-point temperature at 2 m",,"K","1","0","12","C","1","3","Operational"
562.00,"12","Temperature","012007","Virtual temperature",,"K","1","0","12","C","1","3","Operational"
563.00,"12","Temperature","012011","Maximum temperature, at height and over period specified",,"K","1","0","12","C","1","3","Operational"
564.00,"12","Temperature","012012","Minimum temperature, at height and over period specified",,"K","1","0","12","C","1","3","Operational"
565.00,"12","Temperature","012013","Ground minimum temperature, past 12 hours",,"K","1","0","12","C","1","3","Operational"
566.00,"12","Temperature","012014","Maximum temperature at 2 m, past 12 hours",,"K","1","0","12","C","1","3","Operational"
567.00,"12","Temperature","012015","Minimum temperature at 2 m, past 12 hours",,"K","1","0","12","C","1","3","Operational"
568.00,"12","Temperature","012016","Maximum temperature at 2 m, past 24 hours",,"K","1","0","12","C","1","3","Operational"
569.00,"12","Temperature","012017","Minimum temperature at 2 m, past 24 hours",,"K","1","0","12","C","1","3","Operational"
570.00,"12","Temperature","012021","Maximum temperature at 2 m",,"K","2","0","16","C","2","4","Operational"
571.00,"12","Temperature","012022","Minimum temperature at 2 m",,"K","2","0","16","C","2","4","Operational"
572.00,"12","Temperature","012023","Temperature",,"C","0","-99","8","C","0","2","Operational"
573.00,"12","Temperature","012024","Dew point temperature",,"C","0","-99","8","C","0","2","Operational"
574.00,"12","Temperature","012030","Soil temperature",,"K","1","0","12","C","1","3","Operational"
575.00,"12","Temperature","012049","Temperature change over specified period",,"K","0","-30","6","C","0","2","Operational"
576.00,"12","Temperature","012051","Standard deviation temperature",,"K","1","0","10","C","1","3","Operational"
577.00,"12","Temperature","012052","Highest daily mean temperature",,"K","1","0","12","C","1","3","Operational"
578.00,"12","Temperature","012053","Lowest daily mean temperature",,"K","1","0","12","C","1","3","Operational"
579.00,"12","Temperature","012060","AWS enclosure internal temperature",,"K","1","0","12","C","1","3","Validation"
580.00,"12","Temperature","012061","Skin temperature",,"K","1","0","12","C","1","3","Operational"
581.00,"12","Temperature","012062","Equivalent black body temperature",,"K","1","0","12","C","1","3","Operational"
582.00,"12","Temperature","012063","Brightness temperature",,"K","1","0","12","C","1","3","Operational"
583.00,"12","Temperature","012064","Instrument temperature",,"K","1","0","12","K","1","4","Operational"
584.00,"12","Temperature","012065","Standard deviation brightness temperature",,"K","1","0","12","K","1","4","Operational"
585.00,"12","Temperature","012066","Antenna temperature",,"K","2","0","16","C","2","5","Validation"
586.00,"12","Temperature","012070","Warm load temperature",,"K","2","0","16","K","2","5","Operational"
587.00,"12","Temperature","012071","Coldest cluster temperature",,"K","1","0","12","K","1","4","Operational"
588.00,"12","Temperature","012072","Radiance",,"W m-2 sr-1","6","0","31","W m-2 sr-1","6","9","Operational"
589.00,"12","Temperature","012075","Spectral radiance",,"W m-3 sr-1","-3","0","16","W m-3 sr-1","-3","5","Operational"
590.00,"12","Temperature","012076","Radiance","(see Note 2)#BUFR_15_1_1_TableB.doc#BC_Cls12","W m-2 sr-1","3","0","16","W m-2 sr-1","3","5","Operational"
591.00,"12","Temperature","012080","Brightness temperature real part",,"K","2","-10000","16","K","2","5","Operational"
592.00,"12","Temperature","012081","Brightness temperature imaginary part",,"K","2","-10000","16","K","2","5","Operational"
593.00,"12","Temperature","012082","Pixel radiometric accuracy",,"K","2","0","12","K","2","4","Operational"
594.00,"12","Temperature","012101","Temperature/air temperature",,"K","2","0","16","C","2","4","Operational"
595.00,"12","Temperature","012102","Wet-bulb temperature",,"K","2","0","16","C","2","4","Operational"
596.00,"12","Temperature","012103","Dew-point temperature",,"K","2","0","16","C","2","4","Operational"
597.00,"12","Temperature","012104","Air temperature at 2 m",,"K","2","0","16","C","2","4","Operational"
