#
# BUFR Table D
# hand modified from B_TableD_LATEST.xls file from AShimazaki@wmo.int Dec 15, 2009
# mods:
# 1)
# 1932,07,307091,(BUFR template for surface observations from one-hour period with national and WMO station identification),302175,"Intensity of precipitation, size of precipitation element",Operational
# should be:
# 1932,07,307091,(BUFR template for surface observations from one-hour period with national and WMO station identification),302075,"Intensity of precipitation, size of precipitation element",Operational
# 
#
SNo,Category,FXY1,enElementName1,FXY2,enElementName2,Status
973,03,303023,,303021,"Layer, quality",Operational
974,03,303023,,012001,Temperature (layer mean),Operational
975,03,303023,,204000,Cancel the added associated field,Operational
976,03,303024,,303021,"Layer, quality",Operational
977,03,303024,,013016,Precipitation water,Operational
978,03,303024,,204000,Cancel the added associated field,Operational
979,03,303025,,002025,Satellite channel,Operational
980,03,303025,,204007,Add associated field of 7 bits,Operational
981,03,303025,,031021,Additional field significance,Operational
982,03,303025,,012063,Brightness temperature,Operational
983,03,303025,,204000,Cancel the added associated field,Operational
984,03,303026,,007004,Pressure,Operational
985,03,303026,,008003,Vertical significance,Operational
986,03,303026,,204007,Add associated field of 7 bits,Operational
987,03,303026,,031021,Additional field significance,Operational
988,03,303026,,012001,Temperature,Operational
989,03,303026,,204000,Cancel the added associated field,Operational
990,03,303027,,007004,Pressure,Operational
991,03,303027,,204007,Add associated field of 7 bits,Operational
992,03,303027,,031021,Additional field significance,Operational
993,03,303027,,010003,Geopotential,Operational
994,03,303027,,204000,Cancel the added associated field,Operational
995,03,303031,,007004,Pressure,Operational
996,03,303031,,008003,Vertical significance (base of sounding),Operational
997,03,303031,,007021,Elevation (local zenith),Operational
998,03,303031,,007022,Solar elevation (solar zenith),Operational
999,03,303031,,008012,Land/sea qualifier,Operational
1000,03,303031,,012061,Skin temperature,Operational
1001,03,303032,,020011,Cloud amount,Operational
1002,03,303032,,020016,Pressure at top of cloud,Operational
1003,03,303033,,020010,Cloud cover (total),Operational
1004,03,303033,,020016,Pressure at the top of cloud,Operational
1005,03,303040,(Radiosonde duration of flight and termination information),008041,"Data significance (7 = ""flight level termination point"")",Operational
1006,03,303040,(Radiosonde duration of flight and termination information),004025,Time displacement (minute),Operational
1007,03,303040,(Radiosonde duration of flight and termination information),004026,Time displacement (second),Operational
1008,03,303040,(Radiosonde duration of flight and termination information),301021,Latitude and longitude (high accuracy),Operational
1009,03,303040,(Radiosonde duration of flight and termination information),301122,Date/time (to hundredths of second),Operational
1010,03,303040,(Radiosonde duration of flight and termination information),201131,Change data width,Operational
1011,03,303040,(Radiosonde duration of flight and termination information),202129,Change scale,Operational
1012,03,303040,(Radiosonde duration of flight and termination information),025069,Flight level pressure correction,Operational
1013,03,303040,(Radiosonde duration of flight and termination information),007004,Pressure,Operational
1014,03,303040,(Radiosonde duration of flight and termination information),013003,Relative humidity,Operational
1015,03,303040,(Radiosonde duration of flight and termination information),202000,Cancel change scale,Operational
1016,03,303040,(Radiosonde duration of flight and termination information),201000,Cancel change data width,Operational
1017,03,303040,(Radiosonde duration of flight and termination information),002013,Solar and infrared radiation correction,Operational
1018,03,303040,(Radiosonde duration of flight and termination information),012101,Temperature/dry bulb temperature,Operational
1019,03,303040,(Radiosonde duration of flight and termination information),010009,Geopotential height,Operational
1020,03,303040,(Radiosonde duration of flight and termination information),102002,Replicate 2 descriptors 2 times,Operational
1021,03,303040,(Radiosonde duration of flight and termination information),008040,Flight level significance,Operational
1022,03,303040,(Radiosonde duration of flight and termination information),035035,Reason for termination,Operational
1023,03,303041,(Wind sequence),002152,Geostationary satellite instrument used,Operational
1024,03,303041,(Wind sequence),002023,Cloud motion computational method,Operational
1025,03,303041,(Wind sequence),007004,Pressure,Operational
1026,03,303041,(Wind sequence),011001,Wind direction,Operational
1027,03,303041,(Wind sequence),011002,Wind speed,Operational
1028,03,303041,(Wind sequence),002153,Satellite channel centre frequency,Operational
1029,03,303041,(Wind sequence),002154,Satellite channel band width,Operational
1030,03,303041,(Wind sequence),012071,Coldest cluster T,Operational
1031,03,303050,(Wind data at a pressure level with radiosonde position),004086,Long time period or displacement (since launch time),Operational
1032,03,303050,(Wind data at a pressure level with radiosonde position),008042,Extended vertical sounding significance,Operational
1033,03,303050,(Wind data at a pressure level with radiosonde position),007004,Pressure,Operational
1034,03,303050,(Wind data at a pressure level with radiosonde position),005015,Latitude displacement since launch site (high accuracy),Operational
1035,03,303050,(Wind data at a pressure level with radiosonde position),006015,Longitude displacement since launch site (high accuracy),Operational
1036,03,303050,(Wind data at a pressure level with radiosonde position),011001,Wind direction,Operational
1037,03,303050,(Wind data at a pressure level with radiosonde position),011002,Wind speed,Operational
1038,03,303051,(Wind shear data at a pressure level with radiosonde position),004086,Long time period or displacement (since launch time),Operational
1039,03,303051,(Wind shear data at a pressure level with radiosonde position),008042,Extended vertical sounding significance,Operational
1040,03,303051,(Wind shear data at a pressure level with radiosonde position),007004,Pressure,Operational
1041,03,303051,(Wind shear data at a pressure level with radiosonde position),005015,Latitude displacement since launch site (high accuracy),Operational
1042,03,303051,(Wind shear data at a pressure level with radiosonde position),006015,Longitude displacement since launch site (high accuracy),Operational
1043,03,303051,(Wind shear data at a pressure level with radiosonde position),011061,Absolute wind shear in 1 km layer below,Operational
1044,03,303051,(Wind shear data at a pressure level with radiosonde position),011062,Absolute wind shear in 1 km layer above,Operational
1045,03,303052,(Wind data at a height level with radiosonde position),004086,Long time period or displacement (since launch time),Operational
1046,03,303052,(Wind data at a height level with radiosonde position),008042,Extended vertical sounding significance,Operational
1047,03,303052,(Wind data at a height level with radiosonde position),007009,Geopotential height,Operational
1048,03,303052,(Wind data at a height level with radiosonde position),005015,Latitude displacement since launch site (high accuracy),Operational
1049,03,303052,(Wind data at a height level with radiosonde position),006015,Longitude displacement since launch site (high accuracy),Operational
1050,03,303052,(Wind data at a height level with radiosonde position),011001,Wind direction,Operational
1051,03,303052,(Wind data at a height level with radiosonde position),011002,Wind speed,Operational
1052,03,303053,(Wind shear data at a height level with radiosonde position),004086,Long time period or displacement (since launch time),Operational
1053,03,303053,(Wind shear data at a height level with radiosonde position),008042,Extended vertical sounding significance,Operational
1054,03,303053,(Wind shear data at a height level with radiosonde position),007009,Geopotential height,Operational
1055,03,303053,(Wind shear data at a height level with radiosonde position),005015,Latitude displacement since launch site (high accuracy),Operational
1056,03,303053,(Wind shear data at a height level with radiosonde position),006015,Longitude displacement since launch site (high accuracy),Operational
1057,03,303053,(Wind shear data at a height level with radiosonde position),011061,Absolute wind shear in 1 km layer below,Operational
1058,03,303053,(Wind shear data at a height level with radiosonde position),011062,Absolute wind shear in 1 km layer above,Operational
1059,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",004086,Long time period or displacement (since launch time),Operational
1060,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",008042,Extended vertical sounding significance,Operational
1061,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",007004,Pressure,Operational
1062,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",010009,Geopotential height,Operational
1063,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",005015,Latitude displacement since launch site (high accuracy),Operational
1064,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",006015,Longitude displacement since launch site (high accuracy),Operational
1065,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",012101,Temperature/dry-bulb temperature (scale 2),Operational
1066,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",012103,Dew-point temperature (scale 2),Operational
1067,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",011001,Wind direction,Operational
1068,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",011002,Wind speed,Operational
1069,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",,"Temperature, dew-point, relative humidity and wind data at a height level with radiosonde position",Validation
1070,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",004086,Long time period or displacement (since launch time),Validation
1071,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",008042,Extended vertical sounding significance,Validation
1072,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",007009,Geopotential height,Validation
1073,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",005015,Latitude displacement since launch site (high accuracy),Validation
1074,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",006015,Longitude displacement since launch site (high accuracy),Validation
1075,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",012101,Temperature/dry-bulb temperature (scale 2),Validation
1076,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",013009,Relative humidity (see Note 4),Validation
1077,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",012103,Dew-point temperature (scale 2) (see Note 4),Validation
1078,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",011001,Wind direction,Validation
1079,03,303055,"(Temperature, dew-point, relative humidity and wind data at height levels with radiosonde position)",011002,Wind speed,Validation
1080,04,304001,,008003,Vertical significance,Operational
1081,04,304001,,010004,Pressure,Operational
1082,04,304001,,012001,Temperature,Operational
1083,04,304001,,011001,Wind direction,Operational
1084,04,304001,,011002,Wind speed,Operational
1085,04,304002,,008003,Vertical significance,Operational
1086,04,304002,,010004,Pressure,Operational
1087,04,304002,,011001,Wind direction,Operational
1088,04,304002,,011002,Wind speed,Operational
1089,04,304003,,008003,Vertical significance,Operational
1090,04,304003,,012001,Temperature,Operational
1091,04,304004,,008003,Vertical significance,Operational
1092,04,304004,,010004,Pressure,Operational
1093,04,304004,,020010,Cloud cover (total),Operational
1094,04,304004,,012001,Temperature,Operational
1095,04,304005,,002024,Integrated mean humidity computational method,Operational
1096,04,304005,,007004,Pressure (1),Operational
1097,04,304005,,007004,Pressure (2),Operational
1098,04,304005,,013003,Relative humidity,Operational
1099,04,304006,,014001,Outgoing long-wave radiation,Operational
1100,04,304006,,014001,Incoming long-wave radiation,Operational
1101,04,304006,,014003,Outgoing short-wave radiation,Operational
1102,04,304011,(GOES-I/M info),002163,Height assignment method,Operational
1103,04,304011,(GOES-I/M info),002164,Tracer correlation method,Operational
1104,04,304011,(GOES-I/M info),008012,Land/sea qualifier,Operational
1105,04,304011,(GOES-I/M info),007024,Satellite zenith angle,Operational
1106,04,304011,(GOES-I/M info),002057,Origin of first guess information,Operational
1107,04,304011,(GOES-I/M info),008021,Time significance,Operational
1108,04,304011,(GOES-I/M info),004001,Year,Operational
1109,04,304011,(GOES-I/M info),004002,Month,Operational
1110,04,304011,(GOES-I/M info),004003,Day,Operational
1111,04,304011,(GOES-I/M info),004004,Hour,Operational
1112,04,304011,(GOES-I/M info),008021,Time significance,Operational
1113,04,304011,(GOES-I/M info),004024,Time period or displacement,Operational
1114,04,304011,(GOES-I/M info),110004,Replicate 10 descriptors 4 times,Operational
1115,04,304011,(GOES-I/M info),008021,Time significance,Operational
1116,04,304011,(GOES-I/M info),004004,Hour,Operational
1117,04,304011,(GOES-I/M info),004005,Minute,Operational
1118,04,304011,(GOES-I/M info),004006,Second,Operational
1119,04,304011,(GOES-I/M info),008021,Time significance,Operational
1120,04,304011,(GOES-I/M info),004004,Hour,Operational
1121,04,304011,(GOES-I/M info),004005,Minute,Operational
1122,04,304011,(GOES-I/M info),004006,Second,Operational
1123,04,304011,(GOES-I/M info),011001,Wind direction,Operational
1124,04,304011,(GOES-I/M info),011002,Wind speed,Operational
1125,04,304011,(GOES-I/M info),103010,Replicate 3 descriptors 10 times,Operational
1126,04,304011,(GOES-I/M info),002163,Height assignment method,Operational
1127,04,304011,(GOES-I/M info),007004,Pressure,Operational
1128,04,304011,(GOES-I/M info),012001,Temperature,Operational
1129,04,304030,(Location of platform),027031,"In direction of 0 degree longitude, distance from the Earth’s centre",Operational
1130,04,304030,(Location of platform),028031,"In direction of 90 degrees East longitude, distance from the Earth’s centre",Operational
1131,04,304030,(Location of platform),010031,"In direction of North Pole, distance from Earth’s centre",Operational
1132,04,304031,(Speed of platform),001041,Absolute platform velocity - first component,Operational
1133,04,304031,(Speed of platform),001042,Absolute platform velocity - second component,Operational
1134,04,304031,(Speed of platform),001043,Absolute platform velocity - third component,Operational
1135,04,304032,(Cloud fraction),002153,Satellite channel centre frequency,Operational
1136,04,304032,(Cloud fraction),002154,Satellite channel band width,Operational
1137,04,304032,(Cloud fraction),020081,Cloud amount in segment,Operational
1138,04,304032,(Cloud fraction),020082,Amount segment cloud free,Operational
1139,04,304032,(Cloud fraction),020012,Cloud type,Operational
1140,04,304033,(Clear sky radiance),002152,Satellite instrument used in data processing,Operational
1141,04,304033,(Clear sky radiance),002166,Radiance type,Operational
1142,04,304033,(Clear sky radiance),002167,Radiance computational method,Operational
1143,04,304033,(Clear sky radiance),002153,Satellite channel centre frequency,Operational
1144,04,304033,(Clear sky radiance),002154,Satellite channel band width,Operational
1145,04,304033,(Clear sky radiance),012075,Spectral radiance,Operational
1146,04,304033,(Clear sky radiance),012076,Radiance,Operational
1147,04,304033,(Clear sky radiance),012063,Brightness temperature,Operational
1148,04,304034,,102004,Replicating next two descriptors 4 times,Operational
1149,04,304034,,027001,Latitude (high accuracy),Operational
1150,04,304034,,028001,Longitude (high accuracy),Operational
1151,04,304034,,007022,Solar elevation,Operational
1152,04,304034,,005043,Field of view number,Operational
1153,04,304034,,020010,Cloud cover (total),Operational
1154,04,304034,,020016,Pressure at top of cloud,Operational
1155,04,304034,,033003,Quality information table,Operational
1156,04,304034,,010040,Number of retrieved layers,Operational
1157,04,304035,(All sky radiance data),002153,Satellite channel centre frequency,Operational
1158,04,304035,(All sky radiance data),002154,Satellite channel band width,Operational
1159,04,304035,(All sky radiance data),012063,Brightness temperature,Operational
1160,04,304035,(All sky radiance data),008001,Pixel type: clear,Operational
1161,04,304035,(All sky radiance data),012063,Brightness temperature (clear),Operational
1162,04,304035,(All sky radiance data),008001,Pixel type: cloudy,Operational
1163,04,304035,(All sky radiance data),012063,Brightness temperature (cloudy),Operational
1164,04,304035,(All sky radiance data),008001,Cancel type,Operational
1165,04,304035,(All sky radiance data),008003,Vertical significance: low cloud,Operational
1166,04,304035,(All sky radiance data),012063,Brightness temperature (low cloud),Operational
1167,04,304035,(All sky radiance data),008003,Vertical_significance: mid cloud,Operational
1168,04,304035,(All sky radiance data),012063,Brightness temperature (mid cloud),Operational
1169,04,304035,(All sky radiance data),008003,Vertical_significance: high cloud,Operational
1170,04,304035,(All sky radiance data),012063,Brightness temperature (high cloud),Operational
1171,04,304035,(All sky radiance data),008003,Cancel_significance,Operational
1172,04,304036,(Cloud coverage),020082,Amount of segment cloud free,Operational
1173,04,304036,(Cloud coverage),008012,Land-Sea Qualifier: Sea,Operational
1174,04,304036,(Cloud coverage),020082,Amount of segment cloud free (sea),Operational
1175,04,304036,(Cloud coverage),008012,Cancel qualifier,Operational
1176,04,304036,(Cloud coverage),020081,Cloud amount in segment,Operational
1177,04,304036,(Cloud coverage),008003,Vertical significance: Low cloud,Operational
1178,04,304036,(Cloud coverage),020081,Cloud amount in segment (low cloud),Operational
1179,04,304036,(Cloud coverage),008003,Vertical significance: Mid cloud,Operational
1180,04,304036,(Cloud coverage),020081,Cloud amount in segment (mid cloud),Operational
1181,04,304036,(Cloud coverage),008003,Vertical significance: High cloud,Operational
1182,04,304036,(Cloud coverage),020081,Cloud amount in segment (high cloud),Operational
1183,04,304036,(Cloud coverage),008003,Cancel significance,Operational
1184,05,305003,(SADC-HYCOS measurement array definition),301012,"Hour, minute of first single measurement minus increment",Operational
1185,05,305003,(SADC-HYCOS measurement array definition),004065,Short time increment - time interval between measurements,Operational
1186,05,305003,(SADC-HYCOS measurement array definition),101000,Delayed replication of 1 descriptor,Operational
1187,05,305003,(SADC-HYCOS measurement array definition),031001,Replication factor,Operational
1188,05,305003,(SADC-HYCOS measurement array definition),305001,Single measurement,Operational
1189,05,305006,(MEDHYCOS measurement),013072,Downstream water level,Operational
1190,05,305006,(MEDHYCOS measurement),013082,Water temperature,Operational
1191,05,305006,(MEDHYCOS measurement),013019,Precipitation last hour,Operational
1192,05,305006,(MEDHYCOS measurement),012001,Air temperature,Operational
1193,05,305006,(MEDHYCOS measurement),013073,Maximum water height observed,Operational
1194,05,305006,(MEDHYCOS measurement),013060,Total accumulated precipitation,Operational
1195,05,305007,(MEDHYCOS report),301029,Identification,Operational
1196,05,305007,(MEDHYCOS report),301012,"Hour, minute (time of first measurement)",Operational
1197,05,305007,(MEDHYCOS report),004065,Short time increment - time interval between measurements,Operational
1198,05,305007,(MEDHYCOS report),101000,Delayed replication of 1 descriptor,Operational
1199,05,305007,(MEDHYCOS report),031001,Replication factor,Operational
1200,05,305007,(MEDHYCOS report),305006,Single measurement,Operational
1201,05,305008,(AOCHYCOS - Chad measurement),305006,Same as MEDHYCOS type measurement,Operational
1202,05,305008,(AOCHYCOS - Chad measurement),012030,Soil temperature at -50 cm,Operational
1203,05,305009,(AOCHYCOS - Chad report),301029,Identification,Operational
1204,05,305009,(AOCHYCOS - Chad report),301012,"Hour, minute (time of first measurement)",Operational
1205,05,305009,(AOCHYCOS - Chad report),004065,Short time increment - time interval between measurements,Operational
1206,05,305009,(AOCHYCOS - Chad report),101000,Delayed replication of 1 descriptor,Operational
1207,05,305009,(AOCHYCOS - Chad report),031001,Replication factor,Operational
1208,05,305009,(AOCHYCOS - Chad report),305008,Single measurement,Operational
1209,05,305011,(MEDHYCOS report type 2),301029,Identification,Operational
1210,05,305011,(MEDHYCOS report type 2),301012,"Hour, minute (time of first measurement)",Operational
1211,05,305011,(MEDHYCOS report type 2),004065,Short time increment - time interval between measurements,Operational
1212,05,305011,(MEDHYCOS report type 2),101000,Delayed replication of 1 descriptor,Operational
1213,05,305011,(MEDHYCOS report type 2),031001,Replication factor,Operational
1214,05,305011,(MEDHYCOS report type 2),305010,Single measurement,Operational
1215,05,305018,(MEDHYCOS report with meteorology and water quality data),301029,Identification,Operational
1216,05,305018,(MEDHYCOS report with meteorology and water quality data),301012,"Hour, minute (time) of first measurement",Operational
1217,05,305018,(MEDHYCOS report with meteorology and water quality data),004065,Hour increment,Operational
1218,05,305018,(MEDHYCOS report with meteorology and water quality data),103000,Delayed replications of 3 descriptors,Operational
1219,05,305018,(MEDHYCOS report with meteorology and water quality data),031001,Replication factor,Operational
1220,05,305018,(MEDHYCOS report with meteorology and water quality data),305008,Same as AOCHYCOS type measurement,Operational
1221,05,305018,(MEDHYCOS report with meteorology and water quality data),305016,Meteorological parameters associated to hydrological data,Operational
1222,05,305018,(MEDHYCOS report with meteorology and water quality data),305017,Water quality measurement,Operational
1223,06,306001,,002032,Indicator for digitization,Operational
1224,06,306001,,102000,Delayed replication of 2 descriptors,Operational
1225,06,306001,,031001,Replication factor,Operational
1226,06,306001,,007062,Depth below sea surface,Operational
1227,06,306001,,022042,Subsurface sea temperature,Operational
1228,06,306002,,002031,Method of current measurement,Operational
1229,06,306002,,022004,Direction of current,Operational
1230,06,306002,,022031,Speed of current,Operational
1231,06,306003,,002002,Wind instrumentation,Operational
1232,06,306003,,011011,Wind direction (10 m),Operational
1233,06,306003,,011012,Wind speed (10 m),Operational
1234,06,306003,,012004,Dry-bulb temperature (2 m),Operational
1235,06,306004,,002032,Indicator for digitization,Operational
1236,06,306004,,002033,Method of salinity/depth measurement,Operational
1237,06,306004,,103000,Delayed replication of 3 descriptors,Operational
1238,06,306004,,031001,Replication factor,Operational
1239,06,306004,,007062,Depth below sea surface,Operational
1240,06,306004,,022043,Subsurface sea temperature,Operational
1241,06,306004,,022062,Salinity,Operational
1242,06,306005,,002031,Method of current measurement (duration and time),Operational
1243,06,306005,,103000,Delayed replication of 3 descriptors,Operational
1244,06,306005,,031001,Replication factor,Operational
1245,06,306005,,007062,Depth below sea surface,Operational
1246,06,306005,,022004,Direction of current,Operational
1247,06,306005,,022031,Speed of current,Operational
1248,06,306006,(Under water sounding (optional) parameters),306003,Surface wind and temperature,Operational
1249,06,306006,(Under water sounding (optional) parameters),306002,Current,Operational
1250,06,306006,(Under water sounding (optional) parameters),022063,Total water depth,Operational
1251,06,306007,(Buoy spare block parameters),001012,Direction of motion of moving observing platform,Operational
1252,06,306007,(Buoy spare block parameters),001014,Platform drift speed (high precision),Operational
1253,06,306007,(Buoy spare block parameters),306008,Buoy instrumentation,Operational
1254,06,306007,(Buoy spare block parameters),004024,Time period,Operational
1255,06,306007,(Buoy spare block parameters),027003,Alternate latitude,Operational
1256,06,306007,(Buoy spare block parameters),028003,Alternate longitude,Operational
1257,06,306008,(Buoy instrumentation parameters),002034,Drogue type,Operational
1258,06,306008,(Buoy instrumentation parameters),002035,Cable length,Operational
1259,06,306008,(Buoy instrumentation parameters),002036,Buoy type,Operational
1260,06,306011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",301021,"Latitude, Longitude (high accuracy)",Validation
1261,06,306011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",001075,Tide station alphanumeric ID (5 characters),Validation
1262,06,306011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",002147,Method of transmission to collection centre,Validation
1263,06,306011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",301011,"Year, month, day",Validation
1264,06,306011,"(Sequence for representation of tide station identification, method of transmission, time the message is transmitted and reference time for reports in a time series)",301013,"Hour, minute, second",Validation
1265,06,306012,"(Sequence for representation of sensor type, significance qualifier for sensor and status of operation)",002007,Type of sensor for water level measuring instrument,Validation
1266,06,306012,"(Sequence for representation of sensor type, significance qualifier for sensor and status of operation)",008015,significance qualifier for sensor,Validation
1267,06,306012,"(Sequence for representation of sensor type, significance qualifier for sensor and status of operation)",008032,Status of operation,Validation
1268,06,306012,"(Sequence for representation of sensor type, significance qualifier for sensor and status of operation)",306029,Sampling,Validation
1269,06,306013,(Sequence for representation of water level and residual in the time series),306012,"sensor type, significance qualifier for sensor and status of operation",Validation
1270,06,306013,(Sequence for representation of water level and residual in the time series),301011,"Year, month, day",Validation
1271,06,306013,(Sequence for representation of water level and residual in the time series),301013,"Hour, minute, second",Validation
1272,06,306013,(Sequence for representation of water level and residual in the time series),022120,Tide station automated water level check,Validation
1273,06,306013,(Sequence for representation of water level and residual in the time series),022121,Tide station manual water level check,Validation
1274,06,306013,(Sequence for representation of water level and residual in the time series),004015,Time increment added to reset the reference time,Validation
1275,06,306013,(Sequence for representation of water level and residual in the time series),004065,Time increment added to each data value in the time series,Validation
1276,06,306013,(Sequence for representation of water level and residual in the time series),102000,Delayed replication of 2 descriptors,Validation
1277,06,306013,(Sequence for representation of water level and residual in the time series),031001,Delayed replication factor,Validation
1278,06,306013,(Sequence for representation of water level and residual in the time series),022038,Tidal elevation with respect to local chart datum,Validation
1279,06,306013,(Sequence for representation of water level and residual in the time series),022040,Meteorological residual tidal elevation (surge or offset),Validation
1280,06,306014,"(Sequence for representation of water level in the time series, similar to 306013 but with no residual)",306012,"Sensor type, significance qualifier for sensor and status of operation",Validation
1281,06,306014,"(Sequence for representation of water level in the time series, similar to 306013 but with no residual)",301011,"Year, month, day",Validation
1282,06,306014,"(Sequence for representation of water level in the time series, similar to 306013 but with no residual)",301013,"Hour, minute, second",Validation
1283,06,306014,"(Sequence for representation of water level in the time series, similar to 306013 but with no residual)",022120,Tide station automated water level check,Validation
1284,06,306014,"(Sequence for representation of water level in the time series, similar to 306013 but with no residual)",022121,Tide station manual water level check,Validation
1285,06,306014,"(Sequence for representation of water level in the time series, similar to 306013 but with no residual)",004015,Time increment added to reset the reference time,Validation
1286,06,306014,"(Sequence for representation of water level in the time series, similar to 306013 but with no residual)",004065,Time increment added to each data value in the time series,Validation
1287,06,306014,"(Sequence for representation of water level in the time series, similar to 306013 but with no residual)",101000,Delayed replication of 1 descriptor,Validation
1288,06,306014,"(Sequence for representation of water level in the time series, similar to 306013 but with no residual)",031001,Delayed replication factor,Validation
1289,06,306014,"(Sequence for representation of water level in the time series, similar to 306013 but with no residual)",022038,Tidal elevation with respect to local chart datum,Validation
1290,06,306016,(Sequence for representation of ancillary meteorological data associated with water level data),301011,"Year, month, day",Validation
1291,06,306016,(Sequence for representation of ancillary meteorological data associated with water level data),301013,"Hour, minute, second",Validation
1292,06,306016,(Sequence for representation of ancillary meteorological data associated with water level data),010004,Station level pressure,Validation
1293,06,306016,(Sequence for representation of ancillary meteorological data associated with water level data),010050,Mean sea level pressure,Validation
1294,06,306016,(Sequence for representation of ancillary meteorological data associated with water level data),302032,"Temperature, humidity, wind",Validation
1295,06,306019,"(Tide report identification, water level checks, time increments)",001075,Tide station alphanumeric identification,Operational
1296,06,306019,"(Tide report identification, water level checks, time increments)",301011,"Year, month, day",Operational
1297,06,306019,"(Tide report identification, water level checks, time increments)",301012,"Hour, minute",Operational
1298,06,306019,"(Tide report identification, water level checks, time increments)",022042,Sea/water temperature,Operational
1299,06,306019,"(Tide report identification, water level checks, time increments)",022120,Tide station automated water level check,Operational
1300,06,306019,"(Tide report identification, water level checks, time increments)",022121,Tide station manual water level check,Operational
1301,06,306019,"(Tide report identification, water level checks, time increments)",004015,Time increment in minutes (see Note),Operational
1302,06,306019,"(Tide report identification, water level checks, time increments)",004065,Short time increment,Operational
1303,06,306023,,001015,Station or site name,Operational
1304,06,306023,,301023,"Latitude, longitude",Operational
1305,06,306023,,301011,"Year, month, day",Operational
1306,06,306023,,301012,"Hour, minute",Operational
1307,06,306023,,022038,Tidal level with respect to local chart datum,Operational
1308,06,306023,,022039,Meteorological residual tidal elevation,Operational
1309,06,306023,,022120,Tide station automated water level check,Operational
1310,06,306023,,022121,Tide station manual water level check,Operational
1311,06,306027,"(Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system)",001005,Buoy/platform identifier,Pre-operational
1312,06,306027,"(Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system)",001052,Platform transmitter identifier,Pre-operational
1313,06,306027,"(Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system)",002047,Deep-ocean tsunameter platform type/manufacturer,Pre-operational
1314,06,306027,"(Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system)",301011,"Year, month, day",Pre-operational
1315,06,306027,"(Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system)",301013,"Hour, minute, second",Pre-operational
1316,06,306028,(Sequence for representation of time of observation and DART buoy position daily report),306027,"Buoy ID, transmitter ID, platform type, message transmission time",Pre-operational
1317,06,306028,(Sequence for representation of time of observation and DART buoy position daily report),301011,"Year, month, day - observation time",Pre-operational
1318,06,306028,(Sequence for representation of time of observation and DART buoy position daily report),301013,"Hour, minute, second - observation time",Pre-operational
1319,06,306028,(Sequence for representation of time of observation and DART buoy position daily report),301021,"Latitude, longitude (high accuracy)",Pre-operational
1320,06,306029,(Sequence for representation of tsunameter sampling information for water column heights in the time series report),025170,Sampling interval (seconds),Pre-operational
1321,06,306029,(Sequence for representation of tsunameter sampling information for water column heights in the time series report),025171,Sample averaging period (seconds),Pre-operational
1322,06,306029,(Sequence for representation of tsunameter sampling information for water column heights in the time series report),025172,Number of samples,Pre-operational
1323,06,306030,(Sequence for representation of DART buoy standard hourly report),306027,"Buoy ID, transmitter ID, platform type, message transmission time",Pre-operational
1324,06,306030,(Sequence for representation of DART buoy standard hourly report),306029,Tsunameter sampling information,Pre-operational
1325,06,306030,(Sequence for representation of DART buoy standard hourly report),111000,Delayed replication of 11 descriptors,Pre-operational
