#
# BUFR Table D
# hand modified from B_TableD.xls file from AShimazaki@wmo.int Dec 01, 2009
#
SNo,Category,FXY1,enElementName1,FXY2,enElementName2
633,02,302071,(Wind data from one-hour period),011001,Wind direction
634,02,302071,(Wind data from one-hour period),011002,Wind speed
635,02,302071,(Wind data from one-hour period),008021,Time significance (=  missing value)
636,02,302071,(Wind data from one-hour period),103002,Replicate next 3 descriptors 2 times
637,02,302071,(Wind data from one-hour period),004025,"Time period  (=  -10 minutes in the first replication, = -60 minutes in the second replication)"
638,02,302071,(Wind data from one-hour period),011043,Maximum wind gust direction
639,02,302071,(Wind data from one-hour period),011041,Maximum wind gust speed
640,02,302071,(Wind data from one-hour period),004025,Time period  (=  - 10 minutes)
641,02,302071,(Wind data from one-hour period),011016,Extreme counterclockwise wind direction of a variable wind
642,02,302071,(Wind data from one-hour period),011017,Extreme clockwise wind direction of a variable wind
643,02,302072,(Temperature and humidity data),007032,Height of sensor above local ground
644,02,302072,(Temperature and humidity data),007033,Height of sensor above water surface
645,02,302072,(Temperature and humidity data),012101,Temperature/dry-bulb temperature (scale 2)
646,02,302072,(Temperature and humidity data),012103,Dew-point temperature  (scale 2)
647,02,302072,(Temperature and humidity data),013003,Relative humidity
648,02,302073,(Cloud data),020010,Cloud cover (total)
649,02,302073,(Cloud data),105004,Replicate 5 descriptors 4 times
650,02,302073,(Cloud data),008002,Vertical significance
651,02,302073,(Cloud data),020011,Cloud amount
652,02,302073,(Cloud data),020012,Cloud type
653,02,302073,(Cloud data),033041,Attribute of following value
654,02,302073,(Cloud data),020013,Height of base of cloud
655,02,302074,(Present and past weather),020003,Present weather
656,02,302074,(Present and past weather),004025,Time period
657,02,302074,(Present and past weather),020004,Past weather (1)
658,02,302074,(Present and past weather),020005,Past weather (2)
659,02,302075,"(Intensity of precipitation, size of precipitation element)",008021,Time significance (= 2 (time averaged))
660,02,302075,"(Intensity of precipitation, size of precipitation element)",004025,Time period (=  - 10 minutes)
661,02,302075,"(Intensity of precipitation, size of precipitation element)",013055,Intensity of precipitation
662,02,302075,"(Intensity of precipitation, size of precipitation element)",013058,Size of precipitation element
663,02,302075,"(Intensity of precipitation, size of precipitation element)",008021,Time significance (=  missing value)
664,02,302076,"(Precipitation, obscuration and other phenomena)",020021,Type of precipitation
665,02,302076,"(Precipitation, obscuration and other phenomena)",020022,Character of precipitation
666,02,302076,"(Precipitation, obscuration and other phenomena)",026020,Duration of precipitation
667,02,302076,"(Precipitation, obscuration and other phenomena)",020023,Other weather phenomena
668,02,302076,"(Precipitation, obscuration and other phenomena)",020024,Intensity of phenomena
669,02,302076,"(Precipitation, obscuration and other phenomena)",020025,Obscuration
670,02,302076,"(Precipitation, obscuration and other phenomena)",020026,Character of obscuration
671,02,302077,(Extreme temperature data),007032,Height of sensor above local ground
672,02,302077,(Extreme temperature data),007033,Height of sensor above water surface
673,02,302077,(Extreme temperature data),004025,Time period
674,02,302077,(Extreme temperature data),012111,Maximum temperature (scale 2) at height and over period specified
675,02,302077,(Extreme temperature data),012112,Minimum temperature (scale 2) at height and over period specified
676,02,302077,(Extreme temperature data),007032,Height of sensor above local ground(for ground temperature)
677,02,302077,(Extreme temperature data),004025,Time period
678,02,302077,(Extreme temperature data),012112,Minimum temperature (scale 2) at height and over period specified (for ground temperature)
679,02,302078,(State of ground and snow depth measurement),002176,Method of state of ground measurement
680,02,302078,(State of ground and snow depth measurement)),020062,State of ground (with or without snow)
681,02,302078,(State of ground and snow depth measurement),002177,Method of snow depth measurement
682,02,302078,(State of ground and snow depth measurement),013013,Total snow depth
683,02,302079,(Precipitation measurement),007032,Height of sensor above local ground
684,02,302079,(Precipitation measurement),002175,Method of precipitation measurement
685,02,302079,(Precipitation measurement),002178,Method of liquid water content measurement of precipitation
686,02,302079,(Precipitation measurement),004025,Time period
687,02,302079,(Precipitation measurement),013011,Total precipitation/total water equivalent of snow
688,02,302080,(Evaporation measurement),002185,Method of evaporation measurement
689,02,302080,(Evaporation measurement),004025,Time period
690,02,302080,(Evaporation measurement),013033,Evaporation/evapotranspiration
691,02,302081,(Total sunshine data),004025,Time period
692,02,302081,(Total sunshine data),014031,Total sunshine
693,02,302082,(Radiation data),004025,Time period
694,02,302082,(Radiation data),014002,"Long-wave radiation, integrated over period specified"
695,02,302082,(Radiation data),014004,"Short-wave radiation, integrated over period specified"
696,02,302082,(Radiation data),014016,"Net radiation, integrated over period specified"
697,02,302082,(Radiation data),014028,"Global solar radiation (high accuracy),  integrated over period specified"
698,02,302082,(Radiation data),014029,"Diffuse solar radiation (high accuracy),  integrated over period specified"
699,02,302082,(Radiation data),014030,"Direct solar radiation (high accuracy),  integrated over period specified"
700,02,302083,"(First order statistics of P, W, T, U data)",004025,Time period
701,02,302083,"(First order statistics of P, W, T, U data)",008023,First order statistics
702,02,302083,"(First order statistics of P, W, T, U data)",010004,Pressure
703,02,302083,"(First order statistics of P, W, T, U data)",011001,Wind direction
704,02,302083,"(First order statistics of P, W, T, U data)",011002,Wind speed
705,02,302083,"(First order statistics of P, W, T, U data)",012101,Temperature/dry-bulb temperature (scale 2)
706,02,302083,"(First order statistics of P, W, T, U data)",013003,Relative humidity
707,02,302083,"(First order statistics of P, W, T, U data)",008023,First order statistics (= missing value)
708,02,302084,"(""Instantaneous"" data of sequence 307096)",302031,Pressure information
709,02,302084,"(""Instantaneous"" data of sequence 307096)",302072,Temperature and humidity data
710,02,302084,"(""Instantaneous"" data of sequence 307096)",103000,Delayed replication of 3 descriptors
711,02,302084,"(""Instantaneous"" data of sequence 307096)",031000,Short delayed descriptor replication factor
712,02,302084,"(""Instantaneous"" data of sequence 307096)",101005,Replicate one descriptor five times
713,02,302084,"(""Instantaneous"" data of sequence 307096)",307063,Soil temperature
714,02,302084,"(""Instantaneous"" data of sequence 307096)",007061,Depth below land surface (set to missing to cancel the previous value)
715,02,302084,"(""Instantaneous"" data of sequence 307096)",101000,Delayed replication of 1 descriptor
716,02,302084,"(""Instantaneous"" data of sequence 307096)",031000,Short delayed descriptor replication factor
717,02,302084,"(""Instantaneous"" data of sequence 307096)",302069,Visibility data
718,02,302084,"(""Instantaneous"" data of sequence 307096)",007032,Height of sensor above local ground (set to missing to cancel the previous value)
719,02,302084,"(""Instantaneous"" data of sequence 307096)",007033,Height of sensor above water surface (set to missing to cancel the previous value)
720,02,302084,"(""Instantaneous"" data of sequence 307096)",105000,Delayed replication of 5 descriptors
721,02,302084,"(""Instantaneous"" data of sequence 307096)",031000,Short delayed descriptor replication factor
722,02,302084,"(""Instantaneous"" data of sequence 307096)",020031,Ice deposit (thickness)
723,02,302084,"(""Instantaneous"" data of sequence 307096)",002032,Rate of ice accretion
724,02,302084,"(""Instantaneous"" data of sequence 307096)",002038,Method of sea surface temperature measurement
725,02,302084,"(""Instantaneous"" data of sequence 307096)",022043,Sea/water temperature (scale 2)
726,02,302084,"(""Instantaneous"" data of sequence 307096)",302021,Marine data
727,02,302084,"(""Instantaneous"" data of sequence 307096)",101000,Delayed replication of 1 descriptor
728,02,302084,"(""Instantaneous"" data of sequence 307096)",031000,Short delayed descriptor replication factor
729,02,302084,"(""Instantaneous"" data of sequence 307096)",302078,State of ground and snow depth measurement
730,02,302084,"(""Instantaneous"" data of sequence 307096)",012113,"Ground minimum temperature (scale 2), past 12 hours"
731,02,302084,"(""Instantaneous"" data of sequence 307096)",101000,Delayed replication of 1 descriptor
732,02,302084,"(""Instantaneous"" data of sequence 307096)",031000,Short delayed descriptor replication factor
733,02,302084,"(""Instantaneous"" data of sequence 307096)",302004,General cloud information
734,02,302084,"(""Instantaneous"" data of sequence 307096)",105000,Delayed replication of 5 descriptors
735,02,302084,"(""Instantaneous"" data of sequence 307096)",031001,Delayed descriptor replication factor
736,02,302084,"(""Instantaneous"" data of sequence 307096)",008002,Vertical significance
737,02,302084,"(""Instantaneous"" data of sequence 307096)",020011,Cloud amount
738,02,302084,"(""Instantaneous"" data of sequence 307096)",020012,Cloud type
739,02,302084,"(""Instantaneous"" data of sequence 307096)",033041,Attribute of following value
740,02,302084,"(""Instantaneous"" data of sequence 307096)",020013,Height of base of cloud
741,02,302084,"(""Instantaneous"" data of sequence 307096)",302036,Clouds with bases below station level
742,02,302084,"(""Instantaneous"" data of sequence 307096)",101000,Delayed replication of 1 descriptor
743,02,302084,"(""Instantaneous"" data of sequence 307096)",031000,Short delayed descriptor replication factor
744,02,302084,"(""Instantaneous"" data of sequence 307096)",302047,Direction of cloud drift
745,02,302084,"(""Instantaneous"" data of sequence 307096)",008002,Vertical significance (set to missing to cancel the previous value)
746,02,302084,"(""Instantaneous"" data of sequence 307096)",101000,Delayed replication of 1 descriptor
747,02,302084,"(""Instantaneous"" data of sequence 307096)",031000,Short delayed descriptor replication factor
748,02,302084,"(""Instantaneous"" data of sequence 307096)",302048,Direction and elevation of cloud
749,02,302085,"(""Period"" data of sequence 307096)",105000,Delayed replication of 5 descriptors
750,02,302085,"(""Period"" data of sequence 307096)",031000,Short delayed descriptor replication factor
751,02,302085,"(""Period"" data of sequence 307096)",020003,Present weather (see Note 2)
752,02,302085,"(""Period"" data of sequence 307096)",103002,Replicate 3 descriptors 2 times
753,02,302085,"(""Period"" data of sequence 307096)",004024,"Time period (= -1 hour  in 1. replication, -x hours in 2. replication,  x corresponding to the time period of W1W2 in the SYNOP report)"
754,02,302085,"(""Period"" data of sequence 307096)",020004,Past weather (1)
755,02,302085,"(""Period"" data of sequence 307096)",020005,Past weather (2)
756,02,302085,"(""Period"" data of sequence 307096)",101000,Delayed replication of 1 descriptor
757,02,302085,"(""Period"" data of sequence 307096)",031000,Short delayed descriptor replication factor
758,02,302085,"(""Period"" data of sequence 307096)",302175,"Intensity of precipitation, size of precipitation element"
759,02,302085,"(""Period"" data of sequence 307096)",102000,Delayed replication of 2 descriptors
760,02,302085,"(""Period"" data of sequence 307096)",031000,Short delayed descriptor replication factor
761,02,302085,"(""Period"" data of sequence 307096)",004025,Time period (=  - 10 minutes)
762,02,302085,"(""Period"" data of sequence 307096)",302076,"Precipitation, obscuration and other phenomena"
763,02,302085,"(""Period"" data of sequence 307096)",102000,Delayed replication of 2 descriptors
764,02,302085,"(""Period"" data of sequence 307096)",031000,Short delayed descriptor replication factor
765,02,302085,"(""Period"" data of sequence 307096)",004025,Time period  (=  - 10 minutes)
766,02,302085,"(""Period"" data of sequence 307096)",013059,Number of flashes
767,02,302085,"(""Period"" data of sequence 307096)",,Wind data
768,02,302085,"(""Period"" data of sequence 307096)",007032,Height of sensor above local ground
769,02,302085,"(""Period"" data of sequence 307096)",007033,Height of sensor above water surface
770,02,302085,"(""Period"" data of sequence 307096)",008021,Time significance (= 2 (time averaged))
771,02,302085,"(""Period"" data of sequence 307096)",004025,"Time period  (=  - 10 minutes, or number of minutes after a significant change of wind)"
772,02,302085,"(""Period"" data of sequence 307096)",011001,Wind direction
773,02,302085,"(""Period"" data of sequence 307096)",011002,Wind speed
774,02,302085,"(""Period"" data of sequence 307096)",008021,Time significance (=  missing value)
775,02,302085,"(""Period"" data of sequence 307096)",103003,Replicate next 3 descriptors 3 times
776,02,302085,"(""Period"" data of sequence 307096)",004025,"Time period (=  -10 minutes in 1. replication, =  - 60 minutes in 2. replication, =  - 60*3 or 60*6 minutes in 3. replication)"
777,02,302085,"(""Period"" data of sequence 307096)",011043,Maximum wind gust direction
778,02,302085,"(""Period"" data of sequence 307096)",011041,Maximum wind gust speed
779,02,302085,"(""Period"" data of sequence 307096)",004025,Time period  (=  - 10 minutes)
780,02,302085,"(""Period"" data of sequence 307096)",011016,Extreme counterclockwise wind direction of a variable wind
781,02,302085,"(""Period"" data of sequence 307096)",011017,Extreme clockwise wind direction of a variable wind
782,02,302085,"(""Period"" data of sequence 307096)",302077,Extreme temperature data
783,02,302085,"(""Period"" data of sequence 307096)",007033,Height of sensor above water surface (set to missing to cancel the previous value)
784,02,302085,"(""Period"" data of sequence 307096)",302041,Extreme temperature data
785,02,302085,"(""Period"" data of sequence 307096)",106000,Delayed replication of 6 descriptors
786,02,302085,"(""Period"" data of sequence 307096)",031000,Short delayed descriptor replication factor
787,02,302085,"(""Period"" data of sequence 307096)",007032,Height of sensor above local ground
788,02,302085,"(""Period"" data of sequence 307096)",002175,Method of precipitation measurement
789,02,302085,"(""Period"" data of sequence 307096)",002178,Method of liquid water content measurement of precipitation
790,02,302085,"(""Period"" data of sequence 307096)",102005,Replicate 2 descriptors 5 times
791,02,302085,"(""Period"" data of sequence 307096)",004024,"Time period in hours (= - 1 hour in the first replication, = - 3, -6, -12 and - 24 hours in the other replications)"
792,02,302085,"(""Period"" data of sequence 307096)",013011,Total precipitation / total water equivalent of snow
793,02,302085,"(""Period"" data of sequence 307096)",007032,Height of sensor above local ground (set to missing to cancel the previous value)
794,02,302085,"(""Period"" data of sequence 307096)",103000,Delayed replication of 3 descriptors
795,02,302085,"(""Period"" data of sequence 307096)",031000,Short delayed descriptor replication factor
796,02,302085,"(""Period"" data of sequence 307096)",002185,Method of evaporation measurement
797,02,302085,"(""Period"" data of sequence 307096)",101002,Replicate 1 descriptor 2 times
798,02,302085,"(""Period"" data of sequence 307096)",302044,Evaporation data
799,02,302085,"(""Period"" data of sequence 307096)",102000,Delayed replication of 2 descriptors
800,02,302085,"(""Period"" data of sequence 307096)",031000,Short delayed descriptor replication factor
801,02,302085,"(""Period"" data of sequence 307096)",101002,Replicate 1 descriptor  2 times
802,02,302085,"(""Period"" data of sequence 307096)",302039,Sunshine data (from 1 hour and 24 hour period)
803,02,302085,"(""Period"" data of sequence 307096)",102000,Delayed replication of 2 descriptors
804,02,302085,"(""Period"" data of sequence 307096)",031000,Short delayed descriptor replication factor
805,02,302085,"(""Period"" data of sequence 307096)",101002,Replicate 1 descriptor 2 times
806,02,302085,"(""Period"" data of sequence 307096)",302045,Radiation data (from 1 hour and 24 hour period)
807,02,302085,"(""Period"" data of sequence 307096)",101000,Delayed replication of 1 descriptor
808,02,302085,"(""Period"" data of sequence 307096)",031000,Short delayed descriptor replication factor
809,02,302085,"(""Period"" data of sequence 307096)",302046,Temperature change
810,02,302085,"(""Period"" data of sequence 307096)",101000,Delayed replication of 1 descriptor
811,02,302085,"(""Period"" data of sequence 307096)",031000,Short delayed descriptor replication factor
812,02,302085,"(""Period"" data of sequence 307096)",302083,"First order statistics of P, W, T, U data"
813,02,302089,(Locust information),020101,Locust (acridian) name                                                                                                     Ln
814,02,302089,(Locust information),020102,Locust (maturity) color                                                                                                     Lc
815,02,302089,(Locust information),020103,Stage of development of locusts                                                                                       Ld
816,02,302089,(Locust information),020104,Organization state of swarm or band of locusts                                                                Lg
817,02,302089,(Locust information),020105,Size of swarm or band of locusts and duration of passage of swarm                                sL
818,02,302089,(Locust information),020106,Locust population density                                                                                                dL
819,02,302089,(Locust information),020107,Direction of movements of locust swarm                                                                         DL
820,02,302089,(Locust information),020108,Extent of vegetation                                                                                                          ve
821,02,302175,,008021,
822,02,302175,,004025,
823,02,302175,,013155,
824,02,302175,,013058,
825,02,302175,,008021,
826,03,303001,,007003,Geopotential
827,03,303001,,011001,Wind direction
828,03,303001,,011002,Wind speed
829,03,303002,,007004,Pressure
830,03,303002,,011001,Wind direction
831,03,303002,,011002,Wind speed
832,03,303003,,007004,Pressure
833,03,303003,,010003,Geopotential
834,03,303003,,012001,Temperature
835,03,303003,,012003,Dew point
836,03,303004,,007004,Pressure
837,03,303004,,010003,Geopotential
838,03,303004,,012001,Temperature
839,03,303004,,012003,Dew point
840,03,303004,,011001,Wind direction
841,03,303004,,011002,Wind speed
842,03,303011,,007003,Geopotential
843,03,303011,,008001,Vertical sounding significance
844,03,303011,,011001,Wind direction
845,03,303011,,011002,Wind speed
846,03,303012,,007004,Pressure
847,03,303012,,008001,Vertical sounding significance
848,03,303012,,011001,Wind direction
849,03,303012,,011002,Wind speed
850,03,303013,,007004,Pressure
851,03,303013,,008001,Vertical sounding significance
852,03,303013,,010003,Geopotential
853,03,303013,,012001,Temperature
854,03,303013,,013003,Relative humidity
855,03,303013,,011001,Wind direction
856,03,303013,,011002,Wind speed
857,03,303014,,007004,Pressure
858,03,303014,,008001,Vertical sounding significance
859,03,303014,,010003,Geopotential
860,03,303014,,012001,Temperature
861,03,303014,,012003,Dew point
862,03,303014,,011001,Wind direction
863,03,303014,,011002,Wind speed
864,03,303021,,007004,Pressure (1)     defines layer
865,03,303021,,007004,Pressure (2)     defines layer
866,03,303021,,204007,Add associated field of 7 bits
867,03,303021,,031021,Additional field significance
868,03,303022,,303021,"Layer, quality"
869,03,303022,,010003,Geopotential (layer mean thickness)
870,03,303022,,204000,Cancel the added associated field
871,03,303023,,303021,"Layer, quality"
872,03,303023,,012001,Temperature (layer mean)
873,03,303023,,204000,Cancel the added associated field
874,03,303024,,303021,"Layer, quality"
875,03,303024,,013016,Precipitation water
876,03,303024,,204000,Cancel the added associated field
877,03,303025,,002025,Satellite channel
878,03,303025,,204007,Add associated field of 7 bits
879,03,303025,,031021,Additional field significance
880,03,303025,,012063,Brightness temperature
881,03,303025,,204000,Cancel the added associated field
882,03,303026,,007004,Pressure
883,03,303026,,008003,Vertical significance
884,03,303026,,204007,Add associated field of 7 bits
885,03,303026,,031021,Additional field significance
886,03,303026,,012001,Temperature
887,03,303026,,204000,Cancel the added associated field
888,03,303027,,007004,Pressure
889,03,303027,,204007,Add associated field of 7 bits
890,03,303027,,031021,Additional field significance
891,03,303027,,010003,Geopotential
892,03,303027,,204000,Cancel the added associated field
893,03,303031,,007004,Pressure
894,03,303031,,008003,Vertical significance (base of sounding)
895,03,303031,,007021,Elevation (local zenith)
896,03,303031,,007022,Solar elevation (solar zenith)
897,03,303031,,008012,Land/sea qualifier
898,03,303031,,012061,Skin temperature
899,03,303032,,020011,Cloud amount
900,03,303032,,020016,Pressure at top of cloud
901,03,303033,,020010,Cloud cover (total)
902,03,303033,,020016,Pressure at the top of cloud
903,03,303040,(Radiosonde duration of flight and termination information),008041,"Data significance (7 = ""flight level termination point"")"
904,03,303040,(Radiosonde duration of flight and termination information),004025,Time displacement (minute)
905,03,303040,(Radiosonde duration of flight and termination information),004026,Time displacement (second)
906,03,303040,(Radiosonde duration of flight and termination information),301021,Latitude and longitude (high accuracy)
907,03,303040,(Radiosonde duration of flight and termination information),301122,Date/time (to hundredths of second)
908,03,303040,(Radiosonde duration of flight and termination information),201131,Change data width
909,03,303040,(Radiosonde duration of flight and termination information),202129,Change scale
910,03,303040,(Radiosonde duration of flight and termination information),025069,Flight level pressure correction
911,03,303040,(Radiosonde duration of flight and termination information),007004,Pressure
912,03,303040,(Radiosonde duration of flight and termination information),013003,Relative humidity
913,03,303040,(Radiosonde duration of flight and termination information),202000,Cancel change scale
914,03,303040,(Radiosonde duration of flight and termination information),201000,Cancel change data width
915,03,303040,(Radiosonde duration of flight and termination information),002013,Solar and infrared radiation correction
916,03,303040,(Radiosonde duration of flight and termination information),012101,Temperature/dry bulb temperature
917,03,303040,(Radiosonde duration of flight and termination information),010009,Geopotential height
918,03,303040,(Radiosonde duration of flight and termination information),102002,Replicate 2 descriptors 2 times
919,03,303040,(Radiosonde duration of flight and termination information),008040,Flight level significance
920,03,303040,(Radiosonde duration of flight and termination information),035035,Reason for termination
921,03,303041,(Wind sequence),002152,Geostationary satellite instrument used
922,03,303041,(Wind sequence),002023,Cloud motion computational method
923,03,303041,(Wind sequence),007004,Pressure
924,03,303041,(Wind sequence),011001,Wind direction
925,03,303041,(Wind sequence),011002,Wind speed
926,03,303041,(Wind sequence),002153,Satellite channel centre frequency
927,03,303041,(Wind sequence),002154,Satellite channel band width
928,03,303041,(Wind sequence),012071,Coldest cluster T
929,03,303050,(Wind data at a pressure level with radiosonde position),004086,Long time period or displacement (since launch time)
930,03,303050,(Wind data at a pressure level with radiosonde position),008042,Extended vertical sounding significance
931,03,303050,(Wind data at a pressure level with radiosonde position),007004,Pressure
932,03,303050,(Wind data at a pressure level with radiosonde position),005015,Latitude displacement since launch site (high accuracy)
933,03,303050,(Wind data at a pressure level with radiosonde position),006015,Longitude displacement since launch site (high accuracy)
934,03,303050,(Wind data at a pressure level with radiosonde position),011001,Wind direction
935,03,303050,(Wind data at a pressure level with radiosonde position),011002,Wind speed
936,03,303051,(Wind shear data at a pressure level with radiosonde position),004086,Long time period or displacement (since launch time)
937,03,303051,(Wind shear data at a pressure level with radiosonde position),008042,Extended vertical sounding significance
938,03,303051,(Wind shear data at a pressure level with radiosonde position),007004,Pressure
939,03,303051,(Wind shear data at a pressure level with radiosonde position),005015,Latitude displacement since launch site (high accuracy)
940,03,303051,(Wind shear data at a pressure level with radiosonde position),006015,Longitude displacement since launch site (high accuracy)
941,03,303051,(Wind shear data at a pressure level with radiosonde position),011061,Absolute wind shear in 1 km layer below
942,03,303051,(Wind shear data at a pressure level with radiosonde position),011062,Absolute wind shear in 1 km layer above
943,03,303052,(Wind data at a height level with radiosonde position),004086,Long time period or displacement (since launch time)
944,03,303052,(Wind data at a height level with radiosonde position),008042,Extended vertical sounding significance
945,03,303052,(Wind data at a height level with radiosonde position),007009,Geopotential height
946,03,303052,(Wind data at a height level with radiosonde position),005015,Latitude displacement since launch site (high accuracy)
947,03,303052,(Wind data at a height level with radiosonde position),006015,Longitude displacement since launch site (high accuracy)
948,03,303052,(Wind data at a height level with radiosonde position),011001,Wind direction
949,03,303052,(Wind data at a height level with radiosonde position),011002,Wind speed
950,03,303053,(Wind shear data at a height level with radiosonde position),004086,Long time period or displacement (since launch time)
951,03,303053,(Wind shear data at a height level with radiosonde position),008042,Extended vertical sounding significance
952,03,303053,(Wind shear data at a height level with radiosonde position),007009,Geopotential height
953,03,303053,(Wind shear data at a height level with radiosonde position),005015,Latitude displacement since launch site (high accuracy)
954,03,303053,(Wind shear data at a height level with radiosonde position),006015,Longitude displacement since launch site (high accuracy)
955,03,303053,(Wind shear data at a height level with radiosonde position),011061,Absolute wind shear in 1 km layer below
956,03,303053,(Wind shear data at a height level with radiosonde position),011062,Absolute wind shear in 1 km layer above
957,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",004086,Long time period or displacement (since launch time)
958,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",008042,Extended vertical sounding significance
959,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",007004,Pressure
960,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",010009,Geopotential height
961,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",005015,Latitude displacement since launch site (high accuracy)
962,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",006015,Longitude displacement since launch site (high accuracy)
963,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",012101,Temperature/dry-bulb temperature (scale 2)
964,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",012103,Dew-point temperature (scale 2)
965,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",011001,Wind direction
966,03,303054,"(Temperature, dew-point and wind data at a pressure level with radiosonde position)",011002,Wind speed
967,04,304001,,008003,Vertical significance
968,04,304001,,010004,Pressure
969,04,304001,,012001,Temperature
970,04,304001,,011001,Wind direction
971,04,304001,,011002,Wind speed
972,04,304002,,008003,Vertical significance
973,04,304002,,010004,Pressure
974,04,304002,,011001,Wind direction
975,04,304002,,011002,Wind speed
976,04,304003,,008003,Vertical significance
977,04,304003,,012001,Temperature
978,04,304004,,008003,Vertical significance
979,04,304004,,010004,Pressure
980,04,304004,,020010,Cloud cover (total)
981,04,304004,,012001,Temperature
982,04,304005,,002024,Integrated mean humidity computational method
983,04,304005,,007004,Pressure (1)    defines layer
984,04,304005,,007004,Pressure (2)    defines layer
985,04,304005,,013003,Relative humidity
986,04,304006,,014001,Outgoing long-wave radiation
987,04,304006,,014001,Incoming long-wave radiation
988,04,304006,,014003,Outgoing short-wave radiation
989,04,304011,(GOES-I/M info),002163,Height assignment method
990,04,304011,(GOES-I/M info),002164,Tracer correlation method
991,04,304011,(GOES-I/M info),008012,Land/sea qualifier
992,04,304011,(GOES-I/M info),007024,Satellite zenith angle
993,04,304011,(GOES-I/M info),002057,Origin of first guess information
994,04,304011,(GOES-I/M info),008021,Time significance
995,04,304011,(GOES-I/M info),004001,Year
996,04,304011,(GOES-I/M info),004002,Month
997,04,304011,(GOES-I/M info),004003,Day
998,04,304011,(GOES-I/M info),004004,Hour
999,04,304011,(GOES-I/M info),008021,Time significance
1000,04,304011,(GOES-I/M info),004024,Time period or displacement
1001,04,304011,(GOES-I/M info),110004,Replicate 10 descriptors 4 times
1002,04,304011,(GOES-I/M info),008021,Time significance
1003,04,304011,(GOES-I/M info),004004,Hour
1004,04,304011,(GOES-I/M info),004005,Minute
1005,04,304011,(GOES-I/M info),004006,Second
1006,04,304011,(GOES-I/M info),008021,Time significance
1007,04,304011,(GOES-I/M info),004004,Hour
1008,04,304011,(GOES-I/M info),004005,Minute
1009,04,304011,(GOES-I/M info),004006,Second
1010,04,304011,(GOES-I/M info),011001,Wind direction
1011,04,304011,(GOES-I/M info),011002,Wind speed
1012,04,304011,(GOES-I/M info),103010,Replicate 3 descriptors 10 times
1013,04,304011,(GOES-I/M info),002163,Height assignment method
1014,04,304011,(GOES-I/M info),007004,Pressure
1015,04,304011,(GOES-I/M info),012001,Temperature
1016,04,304030,(Location of platform),027031,"In direction of 0 degree longitude, distance from the Earth’s centre"
1017,04,304030,(Location of platform),028031,"In direction of 90 degrees East longitude, distance from the Earth’s centre"
1018,04,304030,(Location of platform),010031,"In direction of North Pole, distance from Earth’s centre"
1019,04,304031,(Speed of platform),001041,Absolute platform velocity - first component
1020,04,304031,(Speed of platform),001042,Absolute platform velocity - second component
1021,04,304031,(Speed of platform),001043,Absolute platform velocity - third component
1022,04,304032,(Cloud fraction),002153,Satellite channel centre frequency
1023,04,304032,(Cloud fraction),002154,Satellite channel band width
1024,04,304032,(Cloud fraction),020081,Cloud amount in segment
1025,04,304032,(Cloud fraction),020082,Amount segment cloud free
1026,04,304032,(Cloud fraction),020012,Cloud type
1027,04,304033,(Clear sky radiance),002152,Satellite instrument used in data processing
1028,04,304033,(Clear sky radiance),002166,Radiance type
1029,04,304033,(Clear sky radiance),002167,Radiance computational method
1030,04,304033,(Clear sky radiance),002153,Satellite channel centre frequency
1031,04,304033,(Clear sky radiance),002154,Satellite channel band width
1032,04,304033,(Clear sky radiance),012075,Spectral radiance
1033,04,304033,(Clear sky radiance),012076,Radiance
1034,04,304033,(Clear sky radiance),012063,Brightness temperature
1035,04,304034,,102004,Replicating next two descriptors 4 times
1036,04,304034,,027001,Latitude (high accuracy)
1037,04,304034,,028001,Longitude (high accuracy)
1038,04,304034,,007022,Solar elevation
1039,04,304034,,005043,Field of view number
1040,04,304034,,020010,Cloud cover (total)
1041,04,304034,,020016,Pressure at top of cloud
1042,04,304034,,033003,Quality information table
1043,04,304034,,010040,Number of retrieved layers
1044,04,304035,(All sky radiance data),002153,Satellite channel centre frequency
1045,04,304035,(All sky radiance data),002154,Satellite channel band width
1046,04,304035,(All sky radiance data),012063,Brightness temperature
1047,04,304035,(All sky radiance data),008001,Pixel type: clear
1048,04,304035,(All sky radiance data),012063,Brightness temperature (clear)
1049,04,304035,(All sky radiance data),008001,Pixel type: cloudy
1050,04,304035,(All sky radiance data),012063,Brightness temperature (cloudy)
1051,04,304035,(All sky radiance data),008001,Cancel type
1052,04,304035,(All sky radiance data),008003,Vertical significance: low cloud
1053,04,304035,(All sky radiance data),012063,Brightness temperature (low cloud)
1054,04,304035,(All sky radiance data),008003,Vertical_significance: mid cloud
1055,04,304035,(All sky radiance data),012063,Brightness temperature (mid cloud)
1056,04,304035,(All sky radiance data),008003,Vertical_significance: high cloud
