#
# BUFR Table B
# hand modified from BC_TableB.xls file from AShimazaki@wmo.int Dec 01, 2009
#
Class,FXY,enElementName,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth
8,8085,Beam identifier,Code table,0,0,3,Code table,0,1
8,8090,Decimal scale of following significands,Numeric,0,-127,8,Numeric,0,3
10,10001,Height of land surface,m,0,-400,15,m,0,5
10,10002,Height,m,-1,-40,16,m,-1,5
10,10003,Geopotential,m2 s-2,-1,-400,17,m2 s-2,-1,6
10,10004,Pressure,Pa,-1,0,14,Pa,-1,5
10,10007,Height,m,0,-1000,17,m,0,6
10,10008,Geopotential,m2 s-2,0,-10000,20,m2 s-2,0,7
10,10009,Geopotential height,gpm,0,-1000,17,gpm,0,5
10,10010,Minimum pressure reduced to mean sea level,Pa,-1,0,14,Pa,-1,5
10,10011,Maximum pressure reduced to mean sea level,Pa,-1,0,14,Pa,-1,5
10,10031,"In direction of the North Pole, distance from the Earth’s centre (see Note 2 and 3)",m,2,-1073741824,31,m,2,10
10,10032,Satellite distance to Earth’s centre,m,1,0,27,m,2,9
10,10033,Altitude (platform to ellipsoid),m,1,0,27,m,2,9
10,10034,Earth radius,m,1,0,27,m,2,9
10,10035,Earth's local radius of curvature,m,1,62000000,22,m,1,8
10,10036,Geoid undulation (see Note 4),m,2,-15000,15,m,2,6
10,10040,Number of retrieved layers,Numeric,0,0,10,Numeric,0,4
10,10050,Standard deviation altitude,m,2,0,16,m,2,5
10,10051,Pressure reduced to mean sea level,Pa,-1,0,14,Pa,-1,5
10,10052,Altimeter setting (QNH),Pa,-1,0,14,Pa,-1,5
10,10060,Pressure change,Pa,-1,-1024,11,Pa,-1,4
10,10061,3-hour pressure change,Pa,-1,-500,10,Pa,-1,4
10,10062,24-hour pressure change,Pa,-1,-1000,11,Pa,-1,4
10,10063,Characteristic of pressure tendency,Code table,0,0,4,Code table,0,2
10,10064,SIGMET cruising level,Code table,0,0,3,Code table,0,1
10,10070,Indicated aircraft altitude,m,0,-400,16,m,0,5
10,10080,Viewing Zenith angle,Degree,2,-9000,15,Degree,2,5
10,10081,Altitude of COG above reference ellipsoid,m,3,0,31,m,3,10
10,10082,Instantaneous altitude rate,m s-1,3,-65536,17,m s-1,3,6
10,10083,Squared off nadir angle of the satellite from platform data,Degree2,2,0,16,Degree2,2,5
10,10084,Squared off nadir angle of the satellite from waveform data,Degree2,2,0,16,Degree2,2,5
10,10085,Mean sea surface height,m,3,-131072,18,m,3,6
10,10086,Geoid's height,m,3,-131072,18,m,3,6
10,10087,Ocean depth/land elevation,m,1,-131072,18,m,1,6
10,10088,Total geocentric ocean tide height (solution 1),m,3,-32768,16,m,3,5
10,10089,Total geocentric ocean tide height (solution 2),m,3,-32768,16,m,3,5
10,10090,Long period  tide height,m,3,-32768,16,m,3,5
10,10091,Tidal loading height,m,3,-32768,16,m,3,5
10,10092,Solid Earth tide height,m,3,-32768,16,m,3,5
10,10093,Geocentric pole tide height,m,3,-32768,16,m,3,5
10,10095,Height of atmosphere used,m,0,0,16,m,0,5
10,10096,Mean dynamic topography,m,3,-131072,18,m,3,6
10,10097,Mean sea surface height from altimeter only,m,3,-131072,18,m,3,6
10,10098,Loading tide height geocentric ocean tide solution 1,m,4,-2000,12,m,4,4
10,10099,Loading tide height geocentric ocean tide solution 2,m,4,-2000,12,m,4,4
10,10100,Non-equilibrium long period tide height,m,4,-2000,12,m,4,4
10,10101,Squared off nadir angle of the satellite from waveform data,Degrees2,2,-32768,16,Degree,2,5
11,11001,Wind direction,Degree true,0,0,9,Degree true,0,3
11,11002,Wind speed,m s-1,1,0,12,m s-1,1,4
11,11003,u-component,m s-1,1,-4096,13,m s-1,1,4
11,11004,v-component,m s-1,1,-4096,13,m s-1,1,4
11,11005,w-component,Pa s-1,1,-512,10,Pa s-1,1,4
11,11006,w-component,m s-1,2,-4096,13,m s-1,2,4
11,11010,Wind direction associated with wind speed which follows,Degree true,0,0,9,Degree true,0,3
11,11011,Wind direction at 10 m,Degree true,0,0,9,Degree true,0,3
11,11012,Wind speed at 10 m,m s-1,1,0,12,m s-1,1,4
11,11013,Wind direction at 5 m,Degree true,0,0,9,Degree true,0,3
11,11014,Wind speed at 5 m,m s-1,1,0,12,m s-1,1,4
11,11016,Extreme counterclockwise wind direction of a variable wind,Degree true,0,0,9,Degree true,0,3
11,11017,Extreme clockwise wind direction of a variable wind,Degree true,0,0,9,Degree true,0,3
11,11019,Steadiness of wind (see Note 6),%,0,0,7,%,0,3
11,11021,Relative vorticity,s-1,9,-65536,17,s-1,9,6
11,11022,Divergence,s-1,9,-65536,17,s-1,9,6
11,11023,Velocity potential,m2 s-1,-2,-65536,17,m2 s-1,-2,6
11,11030,Extended degree of turbulence,Code table,0,0,6,Code table,0,2
11,11031,Degree of turbulence,Code table,0,0,4,Code table,0,2
11,11032,Height of base of turbulence,m,-1,-40,16,m,-1,5
11,11033,Height of top of turbulence,m,-1,-40,16,m,-1,5
11,11034,Vertical gust velocity,m s-1,1,-1024,11,m s-1,1,4
11,11035,Vertical gust acceleration,m s-2,2,-8192,14,m s-2,2,5
11,11036,Maximum derived equivalent vertical gust speed,m s-1,1,0,10,m s-1,1,4
11,11037,Turbulence index,Code table,0,0,6,Code table,0,2
11,11038,Time of occurrence of peak eddy dissipation rate,Code table,0,0,5,Code table,0,2
11,11039,Extended time of occurrence of peak  eddy dissipation rate,Code table,0,0,6,Code table,0,2
11,11040,Maximum wind speed (mean wind),m s-1,1,0,12,m s-1,1,4
11,11041,Maximum wind gust speed,m s-1,1,0,12,m s-1,1,4
11,11042,Maximum wind speed (10-minute mean wind),m s-1,1,0,12,m s-1,1,4
11,11043,Maximum wind gust direction,Degree true,0,0,9,Degree true,0,3
11,11044,Mean wind direction for surface - 1500 m (5000 feet),Degree true,0,0,9,Degree true,0,3
11,11045,Mean wind speed for surface - 1500 m (5000 feet),m s-1,1,0,12,m s-1,1,4
11,11046,Maximum instantaneous wind speed,m s-1,1,0,12,m s-1,1,4
11,11047,Maximum instantaneous wind speed over 10 minutes,m s-1,1,0,12,m s-1,1,4
11,11049,Standard deviation of wind direction,Degree true,0,0,9,Degree true,0,3
11,11050,Standard deviation of horizontal wind speed,m s-1,1,0,12,m s-1,1,4
11,11051,Standard deviation of vertical wind speed,m s-1,1,0,8,m s-1,1,3
11,11052,Formal uncertainty in wind speed,m s-1,2,0,13,m s-1,2,5
11,11053,Formal uncertainty in wind direction,Degree true,2,0,15,Degree true,2,5
11,11054,Mean wind direction for 1500 m - 3000 m,Degree true,0,0,9,Degree true,0,3
11,11055,Mean wind speed for 1500 m - 3000 m,m s-1,1,0,12,m s-1,1,4
11,11061,Absolute wind shear in 1 km layer below,m s-1,1,0,12,m s-1,1,4
11,11062,Absolute wind shear in 1 km layer above,m s-1,1,0,12,m s-1,1,4
11,11070,Designator of the runway affected by wind shear (including ALL),CCITT IA5,0,0,32,Character,0,4
11,11071,Turbulent vertical momentum flux,m2 s-2,3,-128,14,m2 s-2,3,5
11,11072,Turbulent vertical buoyancy flux,K m s-1,3,-128,11,K m s-1,3,4
11,11073,Turbulent kinetic energy,m2 s-2,2,-1024,13,m2 s-2,2,4
11,11074,Dissipation energy,m2 s-2,2,-1024,10,m2 s-2,2,4
11,11075,Mean turbulence intensity (eddy dissipation rate),m2/3 s-1,2,0,8,m2/3 s-1,2,3
11,11076,Peak turbulence intensity (eddy dissipation rate),m2/3 s-1,2,0,8,m2/3 s-1,2,3
11,11077,Reporting interval or averaging time for eddy dissipation rate,s,0,0,12,s,0,4
11,11081,Model wind direction at 10m,Degree true,2,0,16,Degree true,2,5
11,11082,Model wind speed at 10m,m s-1,2,0,14,m s-1,2,4
11,11083,Wind speed,km h-1,0,0,9,km h-1,0,3
11,11084,Wind speed,knot,0,0,8,knot,0,3
11,11085,Maximum wind gust speed,km h-1,0,0,9,km h-1,0,3
11,11086,Maximum wind gust speed,knot,0,0,8,knot,0,3
11,11095,u component of the model wind vector,m s-1,1,-4096,13,m s-1,1,4
11,11096,v component of the model wind vector,m s-1,1,-4096,13,m s-1,1,4
11,11097,Wind speed from altimeter,m s-1,2,0,12,m s-1,2,4
11,11098,Wind speed from radiometer,m s-1,2,0,12,m s-1,2,4
12,12001,Temperature/dry-bulb temperature,K,1,0,12,°C,1,3
12,12002,Wet-bulb temperature,K,1,0,12,°C,1,3
12,12003,Dew-point temperature,K,1,0,12,°C,1,3
12,12004,Dry-bulb temperature at 2 m,K,1,0,12,°C,1,3
12,12005,Wet-bulb temperature at 2 m,K,1,0,12,°C,1,3
12,12006,Dew-point temperature at 2 m,K,1,0,12,°C,1,3
12,12007,Virtual temperature,K,1,0,12,°C,1,3
12,12011,"Maximum temperature, at height and over period specified",K,1,0,12,°C,1,3
12,12012,"Minimum temperature, at height and over period specified",K,1,0,12,°C,1,3
12,12013,"Ground minimum temperature, past 12 hours",K,1,0,12,°C,1,3
12,12014,"Maximum temperature at 2 m, past 12 hours",K,1,0,12,°C,1,3
12,12015,"Minimum temperature at 2 m, past 12 hours",K,1,0,12,°C,1,3
12,12016,"Maximum temperature at 2 m, past 24 hours",K,1,0,12,°C,1,3
12,12017,"Minimum temperature at 2 m, past 24 hours",K,1,0,12,°C,1,3
12,12021,Maximum temperature at 2m,K,2,0,16,°C,2,4
12,12022,Minimum temperature at 2m,K,2,0,16,°C,2,4
12,12023,Temperature,C,0,-99,8,°C,0,2
12,12024,Dew point temperature,C,0,-99,8,°C,0,2
12,12030,Soil temperature,K,1,0,12,°C,1,3
12,12049,Temperature change over specified period,K,0,-30,6,°C,0,2
12,12051,Standard deviation temperature,K,1,0,10,°C,1,3
12,12052,Highest daily mean temperature,K,1,0,12,°C,1,3
12,12053,Lowest daily mean temperature,K,1,0,12,°C,1,3
12,12061,Skin temperature,K,1,0,12,°C,1,3
12,12062,Equivalent black body temperature,K,1,0,12,°C,1,3
12,12063,Brightness temperature,K,1,0,12,°C,1,3
12,12064,Instrument temperature,K,1,0,12,K,1,4
12,12065,Standard deviation brightness temperature,K,1,0,12,K,1,4
12,12070,Warm load temperature,K,2,0,16,K,2,5
12,12071,Coldest cluster temperature,K,1,0,12,K,1,4
12,12072,Radiance,W m-2 sr-1,6,0,31,W m-2 sr-1,6,9
12,12075,Spectral radiance,W m-3 sr-1,-3,0,16,W m-3 sr-1,-3,5
12,12076,Radiance (see Note 2),W m-2 sr-1,3,0,16,W m-2 sr-1,3,5
12,12080,Brightness temperature real part,K,2,-10000,16,K,2,5
12,12081,Brightness temperature imaginary part,K,2,-10000,16,K,2,5
12,12082,Pixel radiometric accuracy,K,2,0,12,K,2,4
12,12101,Temperature/dry-bulb temperature,K,2,0,16,°C,2,4
12,12102,Wet-bulb temperature,K,2,0,16,°C,2,4
12,12103,Dew-point temperature,K,2,0,16,°C,2,4
12,12104,Dry-bulb temperature at 2m,K,2,0,16,°C,2,4
12,12105,Web-bulb temperature at 2m,K,2,0,16,°C,2,4
12,12106,Dew-point temperature at 2m,K,2,0,16,°C,2,4
12,12107,Virtual temperature,K,2,0,16,°C,2,4
12,12111,"Maximum temperature, at height and over period specified",K,2,0,16,°C,2,4
12,12112,"Minimum temperature, at height and over period specified",K,2,0,16,°C,2,4
12,12113,"Ground minimum temperature, past 12 hours",K,2,0,16,°C,2,4
12,12114,"Maximum temperature at 2m, past 12 hours",K,2,0,16,°C,2,4
12,12115,"Minimum temperature at 2m, past 12 hours",K,2,0,16,°C,2,4
12,12116,"Maximum temperature at 2m, past 24 hours",K,2,0,16,°C,2,4
12,12117,"Minimum temperature at 2m, past 24 hours",K,2,0,16,°C,2,4
12,12118,"Maximum temperature at height specified, past 24 hours",K,2,0,16,°C,2,4
12,12119,"Minimum  temperature at height specified, past 24 hours",K,2,0,16,°C,2,4
12,12121,Ground minimum temperature,K,2,0,16,°C,2,4
12,12122,Ground minimum temperature of the preceding night,K,2,0,16,°C,2,4
12,12130,Soil temperature,K,2,0,16,°C,2,4
12,12151,Standard deviation of daily mean temperature,K,2,0,12,°C,2,4
12,12152,Highest daily mean temperature,K,2,0,16,°C,2,4
12,12153,Lowest daily mean temperature,K,2,0,16,°C,2,4
12,12161,Skin temperature,K,2,0,16,°C,2,4
12,12162,Equivalent black body temperature,K,2,0,16,°C,2,4
12,12163,Brightness temperature,K,2,0,16,°C,2,4
12,12164,Instrument temperature,K,2,0,16,K,2,5
12,12165,Direct sun brightness temperature,K,0,0,23,K,0,7
12,12166,Snapshot accuracy,K,1,-4000,13,K,1,4
12,12167,Radiometric accuracy (pure polarisation),K,1,0,9,K,1,3
12,12168,Radiometric accuracy (cross polarisation),K,1,0,9,K,1,3
12,12171,Coldest cluster temperature,K,2,0,16,K,2,5
12,12180,Averaged 12 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5
12,12181,Averaged 11 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5
12,12182,Averaged 3.7 micron BT for all clear pixels at nadir,K,2,0,16,K,2,5
12,12183,"Averaged 12 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5
12,12184,"Averaged 11 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5
12,12185,"Averaged 3.7 micron BT for all clear pixels, forward view",K,2,0,16,K,2,5
12,12186,Mean nadir sea surface temperature,K,2,0,16,K,2,5
12,12187,Mean dual view sea-surface temperature,K,2,0,16,K,2,5
12,12188,Interpolated 23.8 GHz brightness T from MWR,K,2,0,16,K,2,5
12,12189,Interpolated 36.5 GHz brightness T from MWR,K,2,0,16,K,2,5
13,13001,Specific humidity,kg kg-1,5,0,14,kg kg-1,5,5
13,13002,Mixing ratio,kg kg-1,5,0,14,kg kg-1,5,5
13,13003,Relative humidity,%,0,0,7,%,0,3
13,13004,Vapour pressure,Pa,-1,0,10,Pa,-1,4
13,13005,Vapour density,kg m-3,3,0,7,kg m-3,3,3
13,13006,Mixing heights,m,-1,-40,16,m,-1,5
13,13007,Minimum relative humidity,%,0,0,7,%,0,3
13,13008,Maximum relative humidity,%,0,0,7,%,0,3
13,13009,Relative humidity (see Note 6),%,1,-1000,12,%,1,4
13,13011,Total precipitation/total water equivalent,kg m-2,1,-1,14,kg m-2,1,5
13,13012,Depth of fresh snow,m,2,-2,12,m,2,4
13,13013,Total snow depth,m,2,-2,16,m,2,5
13,13014,Rainfall/water equivalent of snow (averaged rate),kg m-2 s-1,4,0,12,kg m-2 s-1,4,4
13,13015,Snowfall  (averaged rate),m s-1,7,0,12,m s-1,7,4
13,13016,Precipitable water,kg m-2,0,0,7,kg m-2,0,3
13,13019,Total precipitation past 1 hour,kg m-2,1,-1,14,kg m-2,1,4
13,13020,Total precipitation past 3 hours,kg m-2,1,-1,14,kg m-2,1,5
13,13021,Total precipitation past 6 hours,kg m-2,1,-1,14,kg m-2,1,5
13,13022,Total precipitation past 12 hours,kg m-2,1,-1,14,kg m-2,1,5
13,13023,Total precipitation past 24 hours,kg m-2,1,-1,14,kg m-2,1,5
13,13031,Evapotranspiration,kg m-2,0,0,7,kg m-2,0,3
13,13032,Evaporation/evapotranspiration (see Note 5),kg m-2,1,0,8,kg m-2,1,3
13,13033,Evaporation/evapotranspiration,kg m-2,1,0,10,kg m-2,1,4
13,13038,Superadiabatic indicator,Code table,0,0,2,Code table,0,1
13,13039,Terrain type (ice/snow),Code table,0,0,3,Code table,0,1
13,13040,Surface flag,Code table,0,0,4,Code table,0,2
13,13041,Pasquill-Gifford stability category,Code table,0,0,4,Code table,0,2
13,13042,Parcel lifted index (to 500 hPa) (see Notes 3 and 4),K,0,-20,6,K,0,2
13,13043,Best lifted index (to 500 hPa) (see Note 3 and 4),K,0,-20,6,K,0,2
13,13044,K index,K,0,-30,8,K,0,3
13,13045,KO index,K,0,-30,8,K,0,3
13,13046,Maximum buoyancy,K,0,-30,8,K,0,3
13,13047,Modified Showalter stability index (see Note 7),K,0,-60,6,°C,0,2
13,13048,Water fraction,%,1,0,10,%,1,4
13,13051,"Frequency group, precipitation",Code table,0,0,4,Code table,0,2
13,13052,Highest daily amount of precipitation,kg m-2,1,-1,14,kg m-2,1,5
13,13055,Intensity of precipitation,kg m-2 s-1,4,0,8,mm h-1,1,4
13,13056,Character and intensity of precipitation,Code table,0,0,4,Code table,0,2
13,13057,Time of beginning or end of precipitation,Code table,0,0,4,Code table,0,2
13,13058,Size of precipitating element,m,4,0,7,mm,1,3
13,13059,Number of flashes (thunderstorm),Numeric,0,0,7,Numeric,0,3
13,13060,Total accumulated precipitation,kg m-2,1,-1,17,kg m-2,1,5
13,13071,Upstream water level,m,2,0,14,m,2,4
13,13072,Downstream water level,m,2,0,14,m,2,4
13,13073,Maximum water level,m,2,0,14,m,2,4
13,13080,Water pH,pH unit,1,0,10,pH unit,1,3
13,13081,Water conductivity,S m-1,3,0,14,S m-1,3,4
13,13082,Water temperature,K,1,0,12,K,1,4
13,13083,Dissolved oxygen,kg m-3,6,0,15,kg m-3,6,5
13,13084,Turbidity,Lumen,0,0,14,Lumen,0,4
13,13085,Oxydation Reduction Potential (ORP),V,3,0,14,V,3,4
13,13090,Radiometer water vapour content,kg m-2,1,0,10,kg m-2,1,4
13,13091,Radiometer liquid content,kg m-2,2,0,8,kg m-2,2,3
13,13093,Cloud optical thickness,Numeric,0,0,8,Numeric,0,3
13,13095,Total column water vapour,kg m-2,4,0,19,kg m-2,4,6
13,13096,MWR water vapour content,kg m-2,2,0,14,kg m-2,2,5
13,13097,MWR liquid water content,kg m-2,2,0,14,kg m-2,2,5
13,13098,Integrated water vapour density,kg m-2,8,0,30,kg m-2,8,10
13,13155,Intensity of precipitation (high accuracy),kg m-2 s-1,5,-1,16,mm h-1,1,5
14,14001,"Long-wave radiation, integrated over 24 hours",J m-2,-3,-65536,17,J m-2,-3,5
14,14002,"Long-wave radiation, integrated over period specified",J m-2,-3,-65536,17,J m-2,-3,5
14,14003,"Short-wave radiation, integrated over 24 hours",J m-2,-3,-65536,17,J m-2,-3,5
14,14004,"Short-wave radiation, integrated over period specified",J m-2,-3,-65536,17,J m-2,-3,5
14,14011,"Net long-wave radiation, integrated over 24 hours",J m-2,-3,-65536,17,J m-2,-3,5
14,14012,"Net long-wave radiation, integrated over period specified",J m-2,-3,-65536,17,J m-2,-3,5
14,14013,"Net short-wave radiation, integrated over 24 hours",J m-2,-3,-65536,17,J m-2,-3,5
14,14014,"Net short-wave radiation, integrated over period specified",J m-2,-3,-65536,17,J m-2,-3,5
14,14015,"Net radiation, integrated over 24 hours",J m-2,-4,-16384,15,J m-2,-4,5
14,14016,"Net radiation, integrated over period specified",J m-2,-4,-16384,15,J m-2,-4,5
14,14017,Instantaneous long-wave radiation,W m-2,0,-512,10,W m-2,0,4
14,14018,Instantaneous short-wave radiation,W m-2,0,-2048,12,W m-2,0,4
14,14019,Surface albedo,%,0,0,7,%,0,3
14,14020,"Global solar radiation, integrated over 24 hours",J m-2,-4,0,15,J m-2,-4,5
14,14021,"Global solar radiation, integrated over period specified",J m-2,-4,0,15,J m-2,-4,5
14,14022,"Diffuse solar radiation, integrated over 24 hours",J m-2,-4,0,15,J m-2,-4,5
14,14023,"Diffuse solar radiation, integrated over period specified",J m-2,-4,0,15,J m-2,-4,5
14,14024,"Direct solar radiation, integrated over 24 hours",J m-2,-4,0,15,J m-2,-4,5
14,14025,"Direct solar radiation, integrated over period specified",J m-2,-4,0,15,J m-2,-4,5
14,14026,Albedo at the top of clouds,%,0,0,7,%,0,3
14,14027,Albedo,%,0,0,7,%,0,3
14,14028,"Global solar radiation (high accuracy), integrated over period specified",J m-2,-2,0,20,J m-2,-2,6
14,14029,"Diffuse solar radiation (high accuracy), integrated over period specified",J m-2,-2,0,20,J m-2,-2,6
14,14030,"Direct solar radiation (high accuracy), integrated over period specified",J m-2,-2,0,20,J m-2,-2,6
14,14031,Total sunshine,Minute,0,0,11,Minute,0,4
14,14032,Total sunshine,Hour,0,0,10,Hour,0,4
14,14033,Total sunshine,%,0,0,9,%,0,3
14,14034,Sunshine over period specified,Minute,0,0,11,Minute,0,4
14,14035,Solar Radiation Flux,W m-2,1,0,14,W m-2,1,5
14,14042,Bidirectional reflectance,%,0,0,7,%,0,3
14,14045,Channel radiance (see Note 4),W m-2 sr-1 cm-1,0,0,11,W m-2 sr-1 cm-1,0,4
14,14046,Scaled IASI radiance (see Note 6),W m-2 sr-1 m-1,0,-5000,16,W m-2 sr-1 m-1,0,5
14,14047,Scaled mean AVHRR radiance,W m-2 sr-1 m-1,0,0,31,W m-2 sr-1 m-1,0,10
14,14048,Scaled standard deviation AVHRR radiance,W m-2 sr-1 m-1,0,0,31,W m-2 sr-1 m-1,0,10
14,14050,Emissivity (see Note 5),%,1,0,10,%,1,4
14,14051,Direct solar radiation integrated over last hour,J m-2,-3,0,14,J m-2,-3,4
14,14055,Solar activity index,Numeric,0,-32768,16,Numeric,0,5
15,15001,Total ozone,DU,0,0,10,DU,0,4
15,15002,Air mass (slant path at 22 km),Numeric,2,0,10,Numeric,2,3
15,15003,Measured ozone partial pressure (sounding) (see Note 1),Pascal,4,0,9,nbar,0,3
15,15004,Ozone sounding correction factor (CF) (see Note 2),Numeric,3,0,11,Numeric,3,4
15,15005,Ozone p (see Note 3),DU,0,0,10,DU,0,3
15,15008,Significand of volumetric mixing ratio,Numeric,0,0,10,Numeric,0,4
15,15011,Log 10 of integrated electron density,log (m-2),3,14000,13,log (m-2),3,4
15,15012,Total electron count per square metre,1/m2,-16,0,6,1/m2,-16,2
15,15015,Maximum image spectral component before normalization,Numeric,0,0,31,Numeric,0,10
15,15020,Integrated ozone density,kg m-2,8,0,21,kg m-2,8,7
15,15021,Integrated mass density,kg m-2,11,0,31,kg m-2,11,10
15,15024,Optical depth,Numeric,4,0,24,Numeric,4,8
15,15025,Type of pollutant,Code table,0,0,4,Code table,0,2
15,15026,Concentration of pollutant (mol mol-1),mol mol-1,9,0,9,mol mol-1,9,3
15,15027,Concentration of pollutant (kg m-3),kg m-3,9,0,10,kg m-3,9,4
15,15030,Aerosol contamination index (see Note 6),Numeric,2,-1000,12,Numeric,2,4
15,15031,Atmospheric path delay in satellite signal,m,4,10000,15,m,4,5
15,15032,Estimated error in atmospheric path delay,m,4,0,10,m,4,4
15,15033,Difference in path delays for limb views at extremes of scan,m,5,-10000,15,m,5,5
15,15034,Estimated error in path delay difference,m,5,0,14,m,5,5
15,15035,Component of zenith path delay due to water vapour,m,4,0,14,m,4,5
15,15036,Atmospheric refractivity (see Note 5),N-units,3,0,19,N-units,3,6
15,15037,Bending angle,Radians,8,-100000,23,Radians,8,7
19,19001,Type of synoptic feature,Code table,0,0,6,Code table,0,2
19,19002,Effective radius of feature (see Note 1),m,-2,0,12,m,-2,4
19,19003,Wind speed threshold (see Note 2),m s-1,0,0,8,m s-1,0,3
19,19004,Effective radius with respect to wind speeds above threshold (see Note 2),m,-2,0,12,m,-2,4
19,19005,Direction of motion of feature (see Note 3),Degree true,0,0,9,Degree true,0,3
19,19006,Speed of motion of feature (see Note 3),m s-1,2,0,14,m s-1,2,5
19,19007,Effective radius of feature,m,-3,0,12,m,-3,4
19,19008,Vertical extent of circulation,Code table,0,0,3,Code table,0,1
19,19009,Effective radius with respect to wind speeds above threshold (large storms),m,-3,0,12,m,-3,4
19,19010,Method for tracking the centre of synoptic feature,Code table,0,0,4,Code table,0,2
19,19100,Time interval to calculate the movement of the tropical cyclone,Code table,0,0,4,Code table,0,2
19,19101,Accuracy of the position of the centre of the tropical cyclone,Code table,0,0,4,Code table,0,2
19,19102,Shape and definition of the eye of the tropical cyclone,Code table,0,0,3,Code table,0,1
19,19103,Diameter of major axis of the eye of the tropical cyclone,Code table,0,0,4,Code table,0,2
19,19104,Change in character of the eye during the 30 minutes,Code table,0,0,4,Code table,0,2
19,19105,Distance between the end of spiral band and the centre,Code table,0,0,4,Code table,0,2
19,19106,Identification number of tropical cyclone,Numeric,0,0,7,Numeric,0,3
19,19107,Time interval over which the movement of the tropical cyclone has been calculated,Code table,0,0,4,Code table,0,2
19,19108,Accuracy of geographical position of the tropical cyclone,Code table,0,0,3,Code table,0,1
19,19109,Mean diameter of the overcast cloud of the tropical cyclone,Code table,0,0,4,Code table,0,2
19,19110,Apparent 24-hour change in intensity of the tropical cyclone,Code table,0,0,4,Code table,0,2
19,19111,Current Intensity (CI) number of the tropical cyclone,Numeric,1,0,7,Numeric,1,3
19,19112,Data Tropical (DT) number of the tropical cyclone,Numeric,1,0,7,Numeric,1,3
19,19113,Cloud pattern type of the DT-number,Code table,0,0,4,Code table,0,2
19,19114,Model Expected Tropical (MET) number of the tropical cyclone,Numeric,1,0,7,Numeric,1,3
19,19115,"Trend of the past 24-hour change (+: Developed, -: Weakened)",Numeric,1,-30,6,Numeric,1,2
19,19116,Pattern Tropical (PT) number of the tropical cyclone,Numeric,1,0,7,Numeric,1,3
19,19117,Cloud picture type of the PT-number,Code table,0,0,3,Code table,0,1
19,19118,Final Tropical (T) number of the tropical cyclone,Numeric,1,0,7,Numeric,1,3
19,19119,Type of the final T-number,Code table,0,0,3,Code table,0,1
19,19150,Typhoon International Common Number (Typhoon Committee),CCITT IA5,0,0,32,Character,0,4
20,20001,Horizontal visibility,m,-1,0,13,m,-1,4
20,20002,Vertical visibility,m,-1,0,7,m,-1,3
20,20003,Present weather (see Note 1),Code table,0,0,9,Code table,0,3
20,20004,Past weather (1) (see Note 2),Code table,0,0,5,Code table,0,2
20,20005,Past weather (2) (see Note 2),Code table,0,0,5,Code table,0,2
20,20006,Flight Rules,Code table,0,0,3,Code table,0,1
20,20008,Cloud distribution for aviation,Code table,0,0,5,Code table,0,2
20,20009,General weather indicator (TAF/METAR),Code table,0,0,4,Code table,0,2
20,20010,Cloud cover (total) (see Note 5),%,0,0,7,%,0,3
20,20011,Cloud amount,Code table,0,0,4,Code table,0,2
20,20012,Cloud type,Code table,0,0,6,Code table,0,2
20,20013,Height of base of cloud,m,-1,-40,11,m,-1,4
20,20014,Height of top of cloud,m,-1,-40,11,m,-1,4
20,20015,Pressure at base of cloud,Pa,-1,0,14,Pa,-1,5
20,20016,Pressure at top of cloud,Pa,-1,0,14,Pa,-1,5
20,20017,Cloud top description,Code table,0,0,4,Code table,0,2
20,20018,Tendency of runway visual range,Code table,0,0,2,Code table,0,1
20,20019,Significant present or forecast weather,CCITT IA5,0,0,72,Character,0,9
20,20020,Significant recent weather phenomena,CCITT IA5,0,0,32,Character,0,4
20,20021,Type of precipitation,Flag table,0,0,30,Flag table,0,10
20,20022,Character of precipitation,Code table,0,0,4,Code table,0,2
20,20023,Other weather phenomena,Flag table,0,0,18,Flag table,0,6
20,20024,Intensity of phenomena,Code table,0,0,3,Code table,0,1
20,20025,Obscuration,Flag table,0,0,21,Flag table,0,7
20,20026,Character of obscuration,Code table,0,0,4,Code table,0,2
20,20027,Phenomena occurrence,Flag table,0,0,9,Flag table,0,3
20,20028,Expected change in intensity,Code table,0,0,3,Code table,0,1
20,20029,Rain flag,Code table,0,0,2,Code table,0,1
20,20031,Ice deposit (thickness),m,2,0,7,m,2,3
20,20032,Rate of ice accretion,Code table,0,0,3,Code table,0,1
20,20033,Cause of ice accretion,Flag table,0,0,4,Flag table,0,2
20,20034,Sea ice concentration,Code table,0,0,5,Code table,0,2
20,20035,Amount and type of ice,Code table,0,0,4,Code table,0,2
20,20036,Ice situation,Code table,0,0,5,Code table,0,2
20,20037,Ice development,Code table,0,0,5,Code table,0,2
20,20038,Bearing of ice edge (see Note 3),Degree true,0,0,12,Degree true,0,3
20,20040,Evolution of drift snow,Code table,0,0,4,Code table,0,2
20,20041,Airframe icing,Code table,0,0,4,Code table,0,2
20,20042,Airframe icing present,Code table,0,0,2,Code table,0,1
